topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,EuBBz3bI-aA,https://www.youtube.com/watch?v=EuBBz3bI-aA,Machine Learning Fundamentals: Bias and Variance,Juan Wang,UC_0D0zS8kyEzVEGS8h_XAnA,really like the courses. thank you!,6,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",Jamie North,UCaHNC6yOuPAUnNawvGYAVqQ,"Why could you not take the average strength of the pixel light and create another, lets say 5 connectors, and the ones with the highest average of pixel strength would be the ones that are of the number inputted. You could input the average pixel number range before hand into the program while writing it though??",55,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PL49CF3715CB9EF31D,PL49CF3715CB9EF31D,UCEBb1b_L6zDS3xTUrIALZOw,FX4C-JpTFgY,https://www.youtube.com/watch?v=FX4C-JpTFgY,3. Multiplication and Inverse Matrices,prateek rawat,UC3qNnMdmUG8Sx_pmgLz56-A,"Math has consumed this man, and whats left of him is pure logic and extraordinary teaching skills.",17,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,LsK-xG1cLYA,https://www.youtube.com/watch?v=LsK-xG1cLYA,"AdaBoost, Clearly Explained",Sanjay Jain,UCzBsQCPCiVoy5tuffDDBkcQ,"Does the condition weight lesser than 176 remains the same for all the subsequent stumps , or we will recalculate it depending on the new stump data please please clear this for me",31,100.0
Decision Tree,https://www.youtube.com/playlist?list=PL4gu8xQu0_5JBO1FKRO5p20wc8DprlOgn,PL4gu8xQu0_5JBO1FKRO5p20wc8DprlOgn,UCPi23Ql765_5smMj2-r0X4g,coOTEc-0OGw,https://www.youtube.com/watch?v=coOTEc-0OGw,1. Decision Tree | ID3 Algorithm | Solved Numerical Example | by Mahesh Huddar,Sumit Chhabra,UCZyYkes8K1rw2Hd0Zw3uTWA,"I have been enrolled in a Machine learning course. There they explained up to the calculation of information gain. But were not able to answer the questions related to further depth of the tree. For eg.. If I ask them when we arrive at sunny, and in order to arrive at a decision I need to decide the feature again by calculating there entropy what should be the denominator while calculated the weighted sum, whether it would be 5 or 14 ? The were confused with the above question and were not able to answer it. Thanks a lot for your help.",99,98.98989899
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,J4Wdy0Wc_xQ,https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",BK B,UCf_ibfb15NwWqcYYvM0RJIQ,"A question: During the training of the model partly( step 2 of this video) the model tries to get the best split at each node. In the end of a tree it gives the sample a final value. During this process, does the model take into account the value of the dependant variable of that sample? Like, does it try to get yes'' as the outcome if the real value of that sample is yes''? Or does the model not look at the pre knowledge about the sample aka( the value that the sample has in reality). Also second question: How do you decide how many splits your trees should max get?",111,99.0990991
classification in machine learning,https://www.youtube.com/playlist?list=PLEiEAq2VkUUIcQ6UHDK8DVGH08U9H-PXS,PLEiEAq2VkUUIcQ6UHDK8DVGH08U9H-PXS,UCsvqVGtbbyHaMoevxPAq9Fg,RmajweUFKvM,https://www.youtube.com/watch?v=RmajweUFKvM,Decision Tree In Machine Learning | Decision Tree Algorithm In Python |Machine Learning |Simplilearn,James Un.,UCH3InPBtUWpKuAyBUboiElQ,"Hello, great video. Can you send me via mail your scv. file? dago alex 8 2 gmail. com",16,87.5
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UCuDF09RGFE3V3lY77Z_cA9g,HjE4C4p7U2w,https://www.youtube.com/watch?v=HjE4C4p7U2w,Modern Excel Dashboard | Sales Analytics System | Video tutorial #1,Aniket Kumar,UCoAiaWiCJGxwbTxmXKHAGaw,"Is this art? Is it magic? Whatever it is, it is incredible. wow. just wow!",15,100.0
Linear Regression,https://www.youtube.com/playlist?list=PLblh5JKOoLUIzaEkCLIUxQFjPIlapw8nU,PLblh5JKOoLUIzaEkCLIUxQFjPIlapw8nU,UCtYLUTtgS3k1Fg4y5tAhLbw,hokALdIst8k,https://www.youtube.com/watch?v=hokALdIst8k,"Multiple Regression in R, Step-by-Step!!!",Foodie Food sagar indore bangalore,UCGg-nVSQ9jDJy6u09FaxYSA,love your work,3,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLTJTBoU5HOCRFQhfU1gg2ciNpS_evWKR7,PLTJTBoU5HOCRFQhfU1gg2ciNpS_evWKR7,UCRhUp6SYaJ7zme4Bjwt28DQ,1zEFJHbG0aE,https://www.youtube.com/watch?v=1zEFJHbG0aE,Exploratory Data Analysis With Excel - Part 1 - Basic Numerics,Baljeet Gill,UCjczMFhiCiwz2rsM_nl4TVA,"You Rock, David😀 Absolutely love your videos and I am a beginner in Data Analysis",15,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,UCNU_lfiiWBdtULKOw6X0Dig,v5dqavbyE-I,https://www.youtube.com/watch?v=v5dqavbyE-I,Live Day 3-Live Session On EDA And Feature Engineering- Flight Price Prediction Dataset,Maneesh M M,UCbSdibtJSDPabDeogmlo7nw,sir where the th4 video,5,100.0
ANN Model,https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO,PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO,UCh9nVJoWXmFb7sLApWGcLPQ,IfRMV2MY9n0,https://www.youtube.com/watch?v=IfRMV2MY9n0,Object detection using YOLO v4 and pre trained model | Deep Learning Tutorial 32 (Tensorflow),Rasel Ahmed,UCV89jZWR-gf5hkLvLNJeZ6w,sir can you help me regarding my project its urgent please,11,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,YtebGVx-Fxw,https://www.youtube.com/watch?v=YtebGVx-Fxw,Entropy (for data science) Clearly Explained!!!,Rafael Saraiva,UCD-4ruKIdgF0wuwCzcirYvQ,what the f***. how can you make this concept looks like so easy! Thanks for that Love,17,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,LyGKycYT2v0,https://www.youtube.com/watch?v=LyGKycYT2v0,"Dot products and duality | Chapter 9, Essence of linear algebra",00crashtest,UC5AhH6YhzS4J3sHHGYAZuYA,"In the dot product, you multiplied a 3*1 by a 3*1, which is not allowed. You made a fundamental mistake. Did you mean to multiply a 1*3 by a 3*1?",26,100.0
ANN Model,https://www.youtube.com/playlist?list=PLQVvvaa0QuDdeMyHEYc0gxFpYwHY2Qfdh,PLQVvvaa0QuDdeMyHEYc0gxFpYwHY2Qfdh,UCfzlCWGWYyIQ0aLC5w48gBQ,BzcBsTou0C0,https://www.youtube.com/watch?v=BzcBsTou0C0,Introduction - Deep Learning and Neural Networks with Python and Pytorch p.1,YNI - you name it,UCFJnwrgsfFpdHzfit_D1GOA,5 dislikes? c mere ' we need to talk now !,8,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLHUB9ctwOZlxkP5RKp7v1sV2Kc0eXdOK_,PLHUB9ctwOZlxkP5RKp7v1sV2Kc0eXdOK_,UCTiWgVtEGSY4cuduJbMPblA,cd51nXNpiiU,https://www.youtube.com/watch?v=cd51nXNpiiU,NLP Tutorial 8 - Sentiment Classification using SpaCy for IMDB and Amazon Review Dataset,Somnath Banerjee,UCE2b2Defsg2m8jJGEoxfTUw,you should share your datasets with us brother.,8,87.5
Linear Algebra,https://www.youtube.com/playlist?list=PL49CF3715CB9EF31D,PL49CF3715CB9EF31D,UCEBb1b_L6zDS3xTUrIALZOw,QNpj-gOXW9M,https://www.youtube.com/watch?v=QNpj-gOXW9M,"20. Cramer's Rule, Inverse Matrix, and Volume",Ali Joueizadeh,UC7SyNqJIz637Y3KNcK2VMBw,Thank you.,2,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UClb90NQQcskPUGDIXsQEz5Q,O7WbVj5apxU,https://www.youtube.com/watch?v=O7WbVj5apxU,Build Glass Website with HTML and CSS Tutorial,Johan Wikström,UC501LkhXhYhNH7LW6kxUFIA,So easy to follow and really cool thing to do. Thanks a bunch Dev Ed!,15,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,EuBBz3bI-aA,https://www.youtube.com/watch?v=EuBBz3bI-aA,Machine Learning Fundamentals: Bias and Variance,Sridevi A,UCF6WSqmEb79ke4yuN-eHBpw,Nice video. the concept was clearly explained with visualizations,9,100.0
Linear Regression,https://www.youtube.com/watch?v=ZkjP5RJLQF4,(Blank),UCFrjdcImgcQVyFbK04MBEhA,ZkjP5RJLQF4,https://www.youtube.com/watch?v=ZkjP5RJLQF4,"Statistics 101: Linear Regression, The Very Basics 📈",Feta Brown,UC1eGlw4NItC6SPq2tCkdDpg,You are a legend among men. Just the breath of fresh air this week of postgrad stats needs.,18,94.44444444
