topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
classification in machine learning,https://www.youtube.com/playlist?list=PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,UCyHta2dyCTkf29AB67AYn7A,Fv_LGQKgWi0,https://www.youtube.com/watch?v=Fv_LGQKgWi0,Bayes Theorem Explained with Solved Example in Hindi ll Machine Learning Course,Pinki Lakhera,UCy2zD7dNOa20wXepfhR--3A,You are amazing !! I have gone through many of your videos on concepts related to Machine learning and found them relatively so easy just. want to express my gratitude. I have my exams in next 3 4 days . thank you for making the subject easy and interesting 🙏🏻,45,100.0
Probability,https://www.youtube.com/watch?v=lZSL7Tm5ViA,(Blank),UCeAnrUKcxFGrMXfHgj0eMjg,lZSL7Tm5ViA,https://www.youtube.com/watch?v=lZSL7Tm5ViA,Probability,N Rajaarjuna,UCNJAZSDatZYQlDYyz-U5j_A,01-Jun,1,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,UCNU_lfiiWBdtULKOw6X0Dig,D2V1okCEsiE,https://www.youtube.com/watch?v=D2V1okCEsiE,Natural Language Processing|TF-IDF Intuition| Text Prerocessing,PATHIK GHUGARE,UCq5IDyvmEIK9B1ow5bxjhEw,So how do we use it to test on unseen data ? since there is a possibility that some unseen word could come which is not present in our vocabulary because of which denominator of IDF may become zero right?,39,97.43589744
exploratory data analysis,https://www.youtube.com/playlist?list=PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,UCNU_lfiiWBdtULKOw6X0Dig,RZRoFU_abqU,https://www.youtube.com/watch?v=RZRoFU_abqU,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 2,Prashanth Dhananjayan,UCvhZEyh5DMw0U87K1pplkhg,What a legend,3,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,UCfzlCWGWYyIQ0aLC5w48gBQ,imPpT2Qo2sk,https://www.youtube.com/watch?v=imPpT2Qo2sk,Chunking - Natural Language Processing With Python and NLTK p.5,Kritika Singh,UCRNP2hU77joLX5kg97IcB-w,"I am getting an error of module"" nltk'' has no attribute Regex Parser ' ' "" . Can anyone please help me how to resolve this? I could not find much on internet for this",31,96.77419355
ANN Model,https://www.youtube.com/playlist?list=PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,UCfzlCWGWYyIQ0aLC5w48gBQ,Wo5dMEP_BbI,https://www.youtube.com/watch?v=Wo5dMEP_BbI,Neural Networks from Scratch - P.1 Intro and Neuron Code,Gydo194,UCxdtuvVjzydegunqRw95rvA,"and yes, you did indeed forget to put the version numbers in the video LAUGHING OUT LOUD",17,100.0
Set Theory,https://www.youtube.com/watch?v=WbWlUUkjJVQ,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,WbWlUUkjJVQ,https://www.youtube.com/watch?v=WbWlUUkjJVQ,Sets Class 11 |  Maths Chapter 1 | Concept/Types/Questions/Solutions/Concept/Represention/Super Set,Manoj Kumar,UCueRvTl46GgG5Ms0z79f0jQ,Thank you sir You start the class11 clase,8,87.5
exploratory data analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,UCNU_lfiiWBdtULKOw6X0Dig,hLDDt_XUeMA,https://www.youtube.com/watch?v=hLDDt_XUeMA,Pandas Visual Analysis- Perform Exploratory Data Analysis In A Single Line Of Code🔥🔥🔥🔥,Shahid Ali,UCHuXwZSDe8NrNy-FvvCwQXA,"Hey krish, is there any platform where you are teaching complete data science course??",14,92.85714286
dashboard creation in tableau,https://www.youtube.com/watch?v=EzFjrSAetsA,(Blank),UCVLbzhxVTiTLiVKeGV7WEBg,EzFjrSAetsA,https://www.youtube.com/watch?v=EzFjrSAetsA,Tableau - Publishing Reports,abdulla sk,UCMUbPSKAnY_AJSocNkuvsaA,Do we publish to many user?,6,100.0
Linear Regression,https://www.youtube.com/watch?v=nk2CQITm_eo,(Blank),UCtYLUTtgS3k1Fg4y5tAhLbw,nk2CQITm_eo,https://www.youtube.com/watch?v=nk2CQITm_eo,"Linear Regression, Clearly Explained!!!",goodfeather16,UCtTuyFjX-6VLZdgMU7eEkUA,Can you please do conditional gaussian regression? I am still trying to wrap my head around that.,17,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLPOTBrypY74xS3WD0G_uzqPjCQfU6IRK-,PLPOTBrypY74xS3WD0G_uzqPjCQfU6IRK-,UCCtkE-r-0Mvp7PwAvxzSdvw,V8xZ5fIiTVw,https://www.youtube.com/watch?v=V8xZ5fIiTVw,Coding a Decision Tree from Scratch in Python p.9: Code Update,NEHA MANPREET,UCHv39j9YRzQhSbuHOhRdWhg,Why did you change the potential splits section. How are you going to take the mean of consecutive observations if you remove that part of the code ??,27,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,P2LTAUO1TdA,https://www.youtube.com/watch?v=P2LTAUO1TdA,"Change of basis | Chapter 13, Essence of linear algebra",Daniel Simon,UCEt3nuMmpG4QW567O3eysnQ,Am I the only person who wants to have a Jennifer Pi plushie?,13,92.30769231
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,Ilg3gGewQ5U,https://www.youtube.com/watch?v=Ilg3gGewQ5U,"What is backpropagation really doing? | Chapter 3, Deep learning",Daniele PS,UC7IhB6_f7iwt__RucP-XkYQ,How do you graph the cost function.,7,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,UCyHta2dyCTkf29AB67AYn7A,lzGKRSvs5HM,https://www.youtube.com/watch?v=lzGKRSvs5HM,Linear Regression Explained in Hindi ll Machine Learning Course,sayyada mubeen,UC_0Ztj3IGYUHshiJ0TarqPA,Superb teaching sir. As an I se sam j haya . Hats off,12,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,TsXR7_vtusQ,https://www.youtube.com/watch?v=TsXR7_vtusQ,Implementing Word Embedding Using Keras- NLP | Deep Learning,DEBASHIS GHOSH,UCneoXoVvqXT0edyNabatXrg,Awesome explanation Krish hats of thanks . a ton,8,87.5
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,Ip3X9LOh2dk,https://www.youtube.com/watch?v=Ip3X9LOh2dk,"The determinant | Chapter 6, Essence of linear algebra",Matt Nota,UC643kwxPAZMLGZgqRI8jgKA,"Wow, I have taken several classes that use linear algebra and I never knew what a determinant actually is",19,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,HVXime0nQeI,https://www.youtube.com/watch?v=HVXime0nQeI,"StatQuest: K-nearest neighbors, Clearly Explained",Oliver,UC31w-nuG4uX6OmmwySqctKg,"Thank you, very clear and to the point explanation !",9,100.0
Decision Tree,https://www.youtube.com/watch?v=coOTEc-0OGw,(Blank),UCPi23Ql765_5smMj2-r0X4g,coOTEc-0OGw,https://www.youtube.com/watch?v=coOTEc-0OGw,1. Decision Tree | ID3 Algorithm | Solved Numerical Example | by Mahesh Huddar,Aftab Ahmed,UCXF_6_hLfzfns5QXwftuJgg,Everything is fun and games. Until this GIGA Chad question shows up in the exam.,15,93.33333333
Set Theory,https://www.youtube.com/watch?v=PjVCenWEfv4,(Blank),UCiGyWN6DEbnj2alu7iapuKQ,PjVCenWEfv4,https://www.youtube.com/watch?v=PjVCenWEfv4,"Set Theory 03 | Union , Intersection and Difference of Sets | Class 11 | CBSE | JEE",Rohan Jangir,UCflJbgEySFnWMhigly5U1BA,First,1,100.0
Linear Regression,https://www.youtube.com/playlist?list=PLIeGtxpvyG-LoKUpV0fSY8BGKIMIdmfCi,PLIeGtxpvyG-LoKUpV0fSY8BGKIMIdmfCi,UCFrjdcImgcQVyFbK04MBEhA,PhMlPvx1aoY,https://www.youtube.com/watch?v=PhMlPvx1aoY,"Statistics 101: Linear Regression, Understanding Model Error",蛇男,UCH3XgbqyITb4bIF5VWLwnSA,"nice video! I actually find the Are square coefficient( of determination from your other video ) =74.93% , where the correlation are= .866 is actually square root of Are"" square"". is that a coincidence ?! the correlation of simple linear regression is actually square root of SRST/!",42,97.61904762
Probability,https://www.youtube.com/watch?v=Tr9U87N6h0k,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,Tr9U87N6h0k,https://www.youtube.com/watch?v=Tr9U87N6h0k,Probability Tricks | Probability Card Problems/Questions/Solutions | SSC CGL 2019/2020/Class 10th/12,Madhu Rathore,UCZ591THNwgncxaG8N3d4Nkg,Ans : 20/221,1,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UClb90NQQcskPUGDIXsQEz5Q,O7WbVj5apxU,https://www.youtube.com/watch?v=O7WbVj5apxU,Build Glass Website with HTML and CSS Tutorial,Vamshi Krishna,UCVch9_VDuLR2I1w2fYcCK6A,"Make a video on different types of units showing there differences, like vh, rem, px,.",15,86.66666667
