topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
exploratory data analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,UCNU_lfiiWBdtULKOw6X0Dig,3gfhbXt9TcQ,https://www.youtube.com/watch?v=3gfhbXt9TcQ,Discussing All The Types Of Feature Transformation In Machine Learning,Abhishek_DataMan,UCSw7D4YiVeEJTR2quTV-_ew,Do we require to check this transformation techniques in all binary classification problems?!,13,100.0
exploratory data analysis,https://www.youtube.com/watch?v=Ea_KAcdv1vs,(Blank),UCNU_lfiiWBdtULKOw6X0Dig,Ea_KAcdv1vs,https://www.youtube.com/watch?v=Ea_KAcdv1vs,Tutorial 11-Exploratory Data Analysis(EDA) of Titanic dataset,Shivam Verma,UCNmeZ2Gm5E6B8XWpjdhrAqA,"Sir, no concrete explanations were given during last minutes4 and I found it very difficult to understand . I looked for those terms and tried to understand those from other videos and at last to complete this sole video I spent nearly 2 hours on other channels . You said that your tutorials on ML would give a comprehensive understanding of this subject. I am in doubt, if I should continue watching your tutorials or not?",73,100.0
Linear Regression,https://www.youtube.com/watch?v=NUXdtN1W1FE,(Blank),UCsvqVGtbbyHaMoevxPAq9Fg,NUXdtN1W1FE,https://www.youtube.com/watch?v=NUXdtN1W1FE,Linear Regression Analysis | Linear Regression in Python | Machine Learning Algorithms | Simplilearn,Nineteen,UCiGtewbADV2TysYENIbaf7Q,"Great video , wish I could meet the teacher and say thank you in person. Truly knowledge is free if you want to simply learn.",24,100.0
Probability,https://www.youtube.com/playlist?list=PLU6SqdYcYsfLRq3tu-g_hvkHDcorrtcBK,PLU6SqdYcYsfLRq3tu-g_hvkHDcorrtcBK,UC_4NoVAkQzeSaxCgm-to25A,YciBHHeswBM,https://www.youtube.com/watch?v=YciBHHeswBM,"Regression Analysis, Angle Between Two Regression Lines, Proof",Saurav Tripathi,UCICnqppuRjJERnUHaKraS2g,"Sir, you have done a great work! We love you.",10,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,tIeHLnjs5U8,https://www.youtube.com/watch?v=tIeHLnjs5U8,"Backpropagation calculus | Chapter 4, Deep learning",BlauerTeeTec,UCRrgh_VCKmRiCCaJpNBRFtQ,"It would be fantastic if you could do a series like The"" essence of discrete mathematics"" It is such a fundamental concept of almost everything math is about, but still so hard to wrap your mind around. I could use some of your beautiful visualisations D:",46,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLU6SqdYcYsfJOGZdxUpDk3w9o-w94-RoG,PLU6SqdYcYsfJOGZdxUpDk3w9o-w94-RoG,UC_4NoVAkQzeSaxCgm-to25A,Pc2dWW3aSrk,https://www.youtube.com/watch?v=Pc2dWW3aSrk,Vector Subspace  | Basis & Dimension | Examples Of Basis | Linear Algebra,Let's read happily,UCAASrrpqcOaumcbpkAPkbAA,Thanks you sir,3,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLe9UEU4oeAuV7RtCbL76hca5ELO_IELk4,PLe9UEU4oeAuV7RtCbL76hca5ELO_IELk4,UCAvbno7gnOHUgIf7K6QwUVQ,78ut-S-QOEQ,https://www.youtube.com/watch?v=78ut-S-QOEQ,Python: univariate statistics,ahorasimipaco,UCCUJZi3xWD2_5nqVKONr8kg,awesome,1,100.0
NLP sentiment analysis,https://www.youtube.com/watch?v=Ao4-ZIPOGJI,(Blank),UCObs0kLIrDjX2LLSybqNaEA,Ao4-ZIPOGJI,https://www.youtube.com/watch?v=Ao4-ZIPOGJI,Sentiment Analysis In 10 Minutes | Sentiment Analysis Using Python | Great Learning,خلیل شاھ,UC9H2B5DuU9I0wX5Hh7hkvZQ,where is slide?,3,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLHUB9ctwOZlxkP5RKp7v1sV2Kc0eXdOK_,PLHUB9ctwOZlxkP5RKp7v1sV2Kc0eXdOK_,UCTiWgVtEGSY4cuduJbMPblA,9FQTG0Pzv6E,https://www.youtube.com/watch?v=9FQTG0Pzv6E,"NLP Tutorial 6 - Phone Number, Email, Emoji Extraction in Spacy for NLP | NLP with SpaCy",Roshan Appa,UCMUbVGXN95nO1IpAXxr-62Q,How to import the emojis can you please give a hint and. how got the all emojis in a list provide. this code in jupyter notebook via git hub.,29,96.55172414
exploratory data analysis,https://www.youtube.com/watch?v=v2oNWja7M2E,(Blank),UC8uU_wruBMHeeRma49dtZKA,v2oNWja7M2E,https://www.youtube.com/watch?v=v2oNWja7M2E,Beginner to Pro FREE Excel Data Analysis Course,yennifer cabrera,UCZMYT6AIb3PzAt0Gi0QPi5A,What is the best method you recommend for new student like me who want to watch your videos first and practice before to take the course for certificate approval?,29,100.0
