topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
exploratory data analysis,https://www.youtube.com/playlist?list=PLUgZaFoyJafhVjpOIS4_fhuLaqQgsU9Cs,PLUgZaFoyJafhVjpOIS4_fhuLaqQgsU9Cs,UC2XO4HDxzfMOZIV1l795g1Q,Tql7_KU9L_8,https://www.youtube.com/watch?v=Tql7_KU9L_8,Correlation Analysis | Data Science,deepak kala,UCQMWEBJC8J2yktpwyD9PcYg,can you trim the part where the video is blank? would help in avoiding confusion :),15,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,UCfzlCWGWYyIQ0aLC5w48gBQ,FLZvOKSCkxY,https://www.youtube.com/watch?v=FLZvOKSCkxY,Natural Language Processing With Python and NLTK p.1 Tokenizing words and Sentences,Ratnesh Keshari,UC5ce-BiKb6ntPIaLc_7Rhdg,"hello sentdexI, want to filter message which comes on my mobile number Please . tell me can I do it with help of NLTK.",23,91.30434783
Set Theory,https://www.youtube.com/watch?v=WbWlUUkjJVQ,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,WbWlUUkjJVQ,https://www.youtube.com/watch?v=WbWlUUkjJVQ,Sets Class 11 |  Maths Chapter 1 | Concept/Types/Questions/Solutions/Concept/Represention/Super Set,Murthy Murthy,UCFACheeOkqKrGZ6VXS9qn8A,Great job sir :),3,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,Ilg3gGewQ5U,https://www.youtube.com/watch?v=Ilg3gGewQ5U,"What is backpropagation really doing? | Chapter 3, Deep learning",Paul Bloemen,UC57Y7nIc1UcKMkd3Jkcog3g,"1. The activation() value of a neuron should be between 0 and 1, or? Re Lu has a leaking minimum around 0, should not Re Lu have also a leaking() maximum around 1? 2. Is there one best activation function, delivering the best neural network with the least amount of effort, like the amount of tests needed, and computer power? 3. Should weights and biases be between 0 and 1 or between 1 and 1? Or any different values? 4. Against vanishing and exploding gradients: can this be prevented with a leaking() correction minimum and maximum for the weights and biases? There would be some symmetry then with the activation function suggested in the first paragraph.",104,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,UCNU_lfiiWBdtULKOw6X0Dig,hLDDt_XUeMA,https://www.youtube.com/watch?v=hLDDt_XUeMA,Pandas Visual Analysis- Perform Exploratory Data Analysis In A Single Line Of Code🔥🔥🔥🔥,Raja K,UCtqgYAtLnJaH5mYE-VVkFzA,how to download Report of Visual Analysis in Google Colab,10,90.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,UCNU_lfiiWBdtULKOw6X0Dig,u8utlK_c5C8,https://www.youtube.com/watch?v=u8utlK_c5C8,Tutorial 30- Recurrent Neural Network Forward Propogation With Time,Nouman Ahmad,UCAQ08dsyk9p91k2i_HacfvA,"Why we are using softmax activation function, because it is use in multiclas classification. Should we use sigmoid activation function.",20,90.0
Linear Regression,https://www.youtube.com/watch?v=1-OGRohmH2s,(Blank),UCNU_lfiiWBdtULKOw6X0Dig,1-OGRohmH2s,https://www.youtube.com/watch?v=1-OGRohmH2s,Tutorial 26- Linear Regression Indepth Maths Intuition- Data Science,ashu lohar,UCLf5DwZA582iIIOAFHs3Y3g,please do a video on matrix method linear regression,9,100.0
Probability,https://www.youtube.com/playlist?list=PLU6SqdYcYsfLRq3tu-g_hvkHDcorrtcBK,PLU6SqdYcYsfLRq3tu-g_hvkHDcorrtcBK,UC_4NoVAkQzeSaxCgm-to25A,lBB4stn3exM,https://www.youtube.com/watch?v=lBB4stn3exM,Correlation Coefficient | Correlation Coefficient Example | Statistics,Akhil Yadav,UC3xI0kHIuakJdZw73t42oXQ,Thank you so much sir,5,100.0
Probability,https://www.youtube.com/watch?v=mYbdGLnTd4c,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,mYbdGLnTd4c,https://www.youtube.com/watch?v=mYbdGLnTd4c,Probability Trick | Probability Aptitude Tricks | Probability DSSSB/CLASS 10/CLASS 12/Short Trick,Jayansh Jalani,UCRPqcqgES6LnH9X319yZKkQ,Measures of central tendency. th10 St a n dard . Please sir,11,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,YtebGVx-Fxw,https://www.youtube.com/watch?v=YtebGVx-Fxw,Entropy (for data science) Clearly Explained!!!,dev rus,UCjNihOmVZ6V-XsqAWlsnOeQ,This is by far the best explanation I heard on entropy.,11,100.0
ANN Model,https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO,PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO,UCh9nVJoWXmFb7sLApWGcLPQ,LfnrRPFhkuY,https://www.youtube.com/watch?v=LfnrRPFhkuY,"Simple Explanation of LSTM | Deep Learning Tutorial 36 (Tensorflow, Keras & Python)",Vignesh Karthi,UCGm2OiefEMIuWHM1PgvmOvw,"n = int( input() ) s = input() x, y = in thanks [ ( ) for x in input split ( ) . ( ) ] for a, b in zip( range( n ), s ): if ax== or ay== : print b swap case ( . ( ) , end='' ) continue print( b, end='' ) Anyone help me to convert is code to cp Change in case questions in d coder challenge",52,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,4jRBRDbJemM,https://www.youtube.com/watch?v=4jRBRDbJemM,"ROC and AUC, Clearly Explained!",Piyush Raut,UCdVPmNZG-6pz0zfAMl0Y1Aw,BAM !!!,1,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,UCNU_lfiiWBdtULKOw6X0Dig,dmt2R4A3W1Q,https://www.youtube.com/watch?v=dmt2R4A3W1Q,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 3,Niraj Sathe,UCyg8bbQMGBI-Xr60EaNxdBg,Sir can we use technique like filling the missing values either by back value or next value .,17,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,UCyHta2dyCTkf29AB67AYn7A,Y4qO9unerGs,https://www.youtube.com/watch?v=Y4qO9unerGs,Introduction To Machine Learning ll Machine Learning Course Explained With RealLife Examples (Hindi),Romita Thakur,UC4jnRe4WYv8FblfS4Y_rNBA,Sir any video on time series ??,6,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLeo1K3hjS3usDI9XeUgjNZs6VnE0meBrL,PLeo1K3hjS3usDI9XeUgjNZs6VnE0meBrL,UCh9nVJoWXmFb7sLApWGcLPQ,ermMcj5FtY4,https://www.youtube.com/watch?v=ermMcj5FtY4,Tableau Project For Beginners | Sales Insights : 2 - Data Discovery,nicolaus res,UCEnT7oAW6FHxMsYOXz8YM_g,"your explanation on mysql data warehouse data analysis was very useful. could you please give us more insights on what all different things happen in companies these days. like why and how is data base created, how is sql used. what skills would one require to create manage a company s ' database. how does company get the data from sources and where its saved? also who saves the database? what data analysts do with database on sql before going into tableau?",81,96.2962963
Linear Regression,https://www.youtube.com/watch?v=8jazNUpO3lQ,(Blank),UCh9nVJoWXmFb7sLApWGcLPQ,8jazNUpO3lQ,https://www.youtube.com/watch?v=8jazNUpO3lQ,Machine Learning Tutorial Python - 2: Linear Regression Single Variable,Doncan Lyrics,UCV4Mqn_4lZAKCqfpgrDj8jA,Clear explanation 🙏 thank you sir for your videos . Doing a great job to the society,15,100.0
