topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Set Theory,https://www.youtube.com/watch?v=WbWlUUkjJVQ,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,WbWlUUkjJVQ,https://www.youtube.com/watch?v=WbWlUUkjJVQ,Sets Class 11 |  Maths Chapter 1 | Concept/Types/Questions/Solutions/Concept/Represention/Super Set,BRAIN POWER GAMES,UCiuEd_FnEUyuUsVfsrHi8vA,Sir please continue the series,5,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,UCNU_lfiiWBdtULKOw6X0Dig,rdkIOM78ZPk,https://www.youtube.com/watch?v=rdkIOM78ZPk,Tutorial 34- LSTM Recurrent Neural Network In Depth Intuition,Moayyad arz,UCxCCTiUEGGcAB0C8bohLKCA,"Hi , Thanks for your wonderful explanation, In my opinion , this detailed video is more important for researcher rather than programmers want to use LSTM or RN",26,92.30769231
Linear Regression,https://www.youtube.com/playlist?list=PLIeGtxpvyG-LoKUpV0fSY8BGKIMIdmfCi,PLIeGtxpvyG-LoKUpV0fSY8BGKIMIdmfCi,UCFrjdcImgcQVyFbK04MBEhA,ZkjP5RJLQF4,https://www.youtube.com/watch?v=ZkjP5RJLQF4,"Statistics 101: Linear Regression, The Very Basics 📈",Melisa Vidiera,UCplKtI8OlH0qUV1NH8mXxHQ,You are amazing :) statistics scares me!!! Thank you for explaining me so well.,13,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,IHZwWFHWa-w,https://www.youtube.com/watch?v=IHZwWFHWa-w,"Gradient descent, how neural networks learn | Chapter 2, Deep learning",Vivek D,UCYldZJrkKCj0WE0-EuEBXYA,I found your video on jacobian s on khan academy at first I was like I do not know this new person he is not sal and then I read the comments and found out it was you !! it was a pleasant surprise,43,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLBv09BD7ez_4temBw7vLA19p3tdQH6FYO,PLBv09BD7ez_4temBw7vLA19p3tdQH6FYO,UCs7alOMRnxhzfKAJ4JjZ7Wg,eKD5gxPPeY0,https://www.youtube.com/watch?v=eKD5gxPPeY0,Decision Tree 1: how it works,N J,UC16tlhP93WavaguZImH06VA,"That was really helpful, thank you!",6,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,UCfzlCWGWYyIQ0aLC5w48gBQ,6j6M2MtEqi8,https://www.youtube.com/watch?v=6j6M2MtEqi8,Part of Speech Tagging - Natural Language Processing With Python and NLTK p.4,Triều Lê,UCzfNPJuxY0eoHsLUa0O07Tw,What is PunkSentenceTokenizer() used for?,5,80.0
Linear Algebra,https://www.youtube.com/watch?v=KuV8YJNOUl4,(Blank),UCvc9hxE8iOoBGrnRf0Du34A,KuV8YJNOUl4,https://www.youtube.com/watch?v=KuV8YJNOUl4,Linear Algebra and Matrices in Telugu Part 1 || Root Maths Academy,RK tech info@,UCFuCOzWA9F1eVQ4_qIWeNNw,Wonderful sir excellent explanation,4,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,k7RM-ot2NWY,https://www.youtube.com/watch?v=k7RM-ot2NWY,"Linear combinations, span, and basis vectors | Chapter 2, Essence of linear algebra",BangMaster96,UC8nS7gyy4OEmbuzYAfCgk0g,These videos are a gem. They must be preserved for all eternity!,12,100.0
Probability,https://www.youtube.com/playlist?list=PLC58778F28211FA19,PLC58778F28211FA19,UC4a-Gbdw7vOaccHmFo40b9g,VVr8snbaxZg,https://www.youtube.com/watch?v=VVr8snbaxZg,Probability (part 8),Maina Maina,UCaxC4vbflfdAW2jV6M3smGQ,Thanks Sal! You are awesome!,5,100.0
dashboard creation in tableau,https://www.youtube.com/watch?v=mvpGTXRLIQc,(Blank),UCL2ls5uXExB4p6_aZF2rUyg,mvpGTXRLIQc,https://www.youtube.com/watch?v=mvpGTXRLIQc,Build a Tableau COVID-19 Dashboard,faisal shaikh,UC3qWw0bTAZ0Npcki8DrPCUw,"Hey Anthony, when I was trying for top 10 country cases using, that formula in bar chart it was showing from alphabetic order not by no of cases region wise how to change it ?",33,100.0
