topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,OtD8wVaFm6E,https://www.youtube.com/watch?v=OtD8wVaFm6E,XGBoost Part 1 (of 4): Regression,61_Shivang Bhardwaj,UChbjL5zSsPvSAHxgwALr2QQ,Thanks sir😊 Explaining in such easier manner. How do you do that! sir,13,100.0
exploratory data analysis,https://www.youtube.com/watch?v=dP170R-wO-8,(Blank),UCNU_lfiiWBdtULKOw6X0Dig,dP170R-wO-8,https://www.youtube.com/watch?v=dP170R-wO-8,How To Become Expertise in Exploratory Data Analysis,21-1204 Ravi teja,UCtuLMCAxq4ZSY1vNOW_xABQ,hello sir can we get data scientist job as a fresher? please reply sir !! Naik,15,100.0
Linear Regression,https://www.youtube.com/watch?v=ZkjP5RJLQF4,(Blank),UCFrjdcImgcQVyFbK04MBEhA,ZkjP5RJLQF4,https://www.youtube.com/watch?v=ZkjP5RJLQF4,"Statistics 101: Linear Regression, The Very Basics 📈",daphneashba,UCizwJCIxUrrKeERJg0nHY2w,"I have regression through origin my dependent variable is growth of gdp annually and explanatory variables are inflation rate(%) and export rategdp(%) also if , I make a granger test how do I evaluate the results do I have any bias according to exclusion of constant term, do I should not include constant to granger test on gretl?",57,94.73684211
ANN Model,https://www.youtube.com/playlist?list=PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,UCfzlCWGWYyIQ0aLC5w48gBQ,Wo5dMEP_BbI,https://www.youtube.com/watch?v=Wo5dMEP_BbI,Neural Networks from Scratch - P.1 Intro and Neuron Code,漢華,UCbNevDKDffUvn5aug9u-6KQ,"hi Sentdex, is it possible for you to add another way to buy your book? We cannot use Paypal in China. With Alipay or Wechat pay, I will buy your ebok.",31,83.87096774
Probability,https://www.youtube.com/watch?v=Tr9U87N6h0k,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,Tr9U87N6h0k,https://www.youtube.com/watch?v=Tr9U87N6h0k,Probability Tricks | Probability Card Problems/Questions/Solutions | SSC CGL 2019/2020/Class 10th/12,Ramshankar Omar,UCtk0e0Gc8czUl2VjUhVfj8Q,Sir iv() ka answer 5/51,4,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,IHZwWFHWa-w,https://www.youtube.com/watch?v=IHZwWFHWa-w,"Gradient descent, how neural networks learn | Chapter 2, Deep learning",Mitiksh,UCUPf6gcZ2SGaP5sg58_xNEw,really good content. I hate maths and I would love to learn maths. can you please help,17,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,UCNU_lfiiWBdtULKOw6X0Dig,W-YCKMNTcqE,https://www.youtube.com/watch?v=W-YCKMNTcqE,Live Day 1- Exploratory Data Analysis And Stock Analysis With Time series Data,gh,UCodb2T9b6wgIcR7RufNPOQw,Thank you sir for this amazing session,7,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PL49CF3715CB9EF31D,PL49CF3715CB9EF31D,UCEBb1b_L6zDS3xTUrIALZOw,Y_Ac6KiQ1t0,https://www.youtube.com/watch?v=Y_Ac6KiQ1t0,15. Projections onto Subspaces,Faizan Hassan,UCSclBDIYzU1t4jRoglWZX4w,immortal in 2020!,2,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,PaFPbb66DxQ,https://www.youtube.com/watch?v=PaFPbb66DxQ,The Main Ideas of Fitting a Line to Data (The Main Ideas of Least Squares and Linear Regression.),Neel Kamal,UCe50MfokAloXi0IAfNE7xlw,"Hi Josh, Thanks for such great quality statistics. I have a Q, might be silly. but I need to know as I am not able to find proper explanation. If we have a data such that is x = a, where a is some constant., then best fit line should be the x = a, is not it? why it is y = mean x ( ) the line which is the best fit for such line?",72,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,UCfzlCWGWYyIQ0aLC5w48gBQ,vlTQLb_a564,https://www.youtube.com/watch?v=vlTQLb_a564,Combining Algos with a Vote - Natural Language Processing With Python and NLTK p.16,Saksham,UCCqrF6aagSm06ZOStpzcVMQ,"When you call the print voted "" ( "" classifier accuracy percent:"", nltkclasifyacuracyvoted(..( classifier, testing set))*100)"" from which algorithm is it taking the accuracy from all( the algorithm that you have mentioned BernouliNB( clasifieror.) the ClasifierI or the mode of the votes",39,89.74358974
