topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,TgKwz5Ikpc8,https://www.youtube.com/watch?v=TgKwz5Ikpc8,"Abstract vector spaces | Chapter 16, Essence of linear algebra",Sharad Keshari,UCl6Bz8NQt3A3aK-UGMJx_fg,"I liked the analogy between vector spaces and function spaces. Earlier, I was quite scared about things like inner product etc. but now I have realised they bear the same essence of linear algebra. Thank you so much for helping people. Your work is very much appreciated.",47,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLU6SqdYcYsfJOGZdxUpDk3w9o-w94-RoG,PLU6SqdYcYsfJOGZdxUpDk3w9o-w94-RoG,UC_4NoVAkQzeSaxCgm-to25A,ccaHV-ukK2o,https://www.youtube.com/watch?v=ccaHV-ukK2o,Rank Of Matrix | How to find Rank of Matrix | MATRICES | Linear Algebra,Mohammad Sadiq,UClQYCCO2K83wUuAlH_YqI_A,Thank you very much sir,5,100.0
Decision Tree,https://www.youtube.com/watch?v=LDRbO9a6XPU,(Blank),UC_x5XG1OV2P6uZZ5FSM9Ttw,LDRbO9a6XPU,https://www.youtube.com/watch?v=LDRbO9a6XPU,Let’s Write a Decision Tree Classifier from Scratch - Machine Learning Recipes #8,Sifiso,UCfXsXYhQL9wj8PEkKaKstuA,Where were you? I even learned deep neural networks while you were gone,13,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLEiEAq2VkUUIcQ6UHDK8DVGH08U9H-PXS,PLEiEAq2VkUUIcQ6UHDK8DVGH08U9H-PXS,UCsvqVGtbbyHaMoevxPAq9Fg,NUXdtN1W1FE,https://www.youtube.com/watch?v=NUXdtN1W1FE,Linear Regression Analysis | Linear Regression in Python | Machine Learning Algorithms | Simplilearn,KRISHNA MOHAN Tiwari,UCcFScJ5MKQLcQyJCLQf3Frg,Can you please sen the dataset at Wonderful,8,87.5
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,0Jp4gsfOLMs,https://www.youtube.com/watch?v=0Jp4gsfOLMs,StatQuest: PCA in R,Peter H,UCkA8F2yEJ9Z24zfjIixLZyw,Joining the list of many others that have thanked you for the awesome explanation :),14,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",Pat Hwang,UCiKr2GEE4TY1WfGSdzsg-hw,Very clear explanation of the neural networks! Thank you. Wonderful!,10,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,BaM7OCEm3G0,https://www.youtube.com/watch?v=BaM7OCEm3G0,"Cross products in the light of linear transformations | Chapter 11, Essence of linear algebra",Diogo V. Kersting,UCKb7ofpft-U1r5F6CUE1F4Q,"The only thing that I missed in this video, is some sort of example of why cross products are useful. The example I found eventually, involves magnetic fields. After the example cross product does not feel like an abstract only construct, but the representation of real phenomena.",47,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,LsK-xG1cLYA,https://www.youtube.com/watch?v=LsK-xG1cLYA,"AdaBoost, Clearly Explained",Kun Wang,UCRMZ9Sm7eSnZDTj0uiSjfrw,can you explain functional data analysis for us?,8,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",Felipe Vanegas,UCjiQpM7OdFJzEF3poVFk5ew,Amazing. Love it.,3,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PL6_D9USWkG1AQj56AYY2Lj2hV4z7NuoeD,PL6_D9USWkG1AQj56AYY2Lj2hV4z7NuoeD,UCxNzLV0gP8nuOZcSfyc0hsg,xwO9xK4xUKM,https://www.youtube.com/watch?v=xwO9xK4xUKM,Tableau IMDB Movies Ratings Data Analysis and Dashboard Project Tutorial for Practice,Charlie,UCDgSXDB0_6h_whBDbuVlMAg,"Nice video, I subscribed! I think you should check smzeus . c o m to grow your channel.",17,94.11764706
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,uQhTuRlWMxw,https://www.youtube.com/watch?v=uQhTuRlWMxw,"Inverse matrices, column space and null space | Chapter 7, Essence of linear algebra",hey boiii,UCvFUycyoRRPL041OTCz29Gg,Can you please give us the link to such software it will be helpful please 🥺🥺🥺,15,100.0
