topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
ANN Model,https://www.youtube.com/playlist?list=PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,UCfzlCWGWYyIQ0aLC5w48gBQ,gmjzbpSVY1A,https://www.youtube.com/watch?v=gmjzbpSVY1A,Neural Networks from Scratch - P.5 Hidden Layer Activation Functions,IchWeißNicht,UCUSGP0VLguYOxphprkyqM_g,I cannot belive that this information is free.,8,100.0
ANN Model,https://www.youtube.com/playlist?list=PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1,PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1,UCtYLUTtgS3k1Fg4y5tAhLbw,CqOfi41LfDw,https://www.youtube.com/watch?v=CqOfi41LfDw,Neural Networks Pt. 1: Inside the Black Box,Jialu Shen,UCfhVDfNPbaJTjao3SrS8sBA,You know you are contributing massively to the society when I look forward to your video releases just as much as I look forward to some of Marvels' blockbuster films!! D:,31,100.0
NLP sentiment analysis,https://www.youtube.com/watch?v=_EgqxIoUE7U,(Blank),UCHXa4OpASJEwrHrLeIzw7Yg,_EgqxIoUE7U,https://www.youtube.com/watch?v=_EgqxIoUE7U,Presidential Debate Twitter Sentiment Analysis using Python and NLTK,MusicPatron,UCA1uwvOjA7_H6FvtBeP_kwg,hahah you act like getting a developer account is easy I am . ' a student and I am not makign an a pit . took like a volleying of discussions for a couple days to get a twitter account. you have to specifically indicate literally what you are doing.,47,95.74468085
dashboard creation in tableau,https://www.youtube.com/watch?v=0bTXa7znQhY,(Blank),UCPUxaFn92PShgTzaIQGEQvg,0bTXa7znQhY,https://www.youtube.com/watch?v=0bTXa7znQhY,Create Custom Tabs in Tableau using Action Filters | Tableau Dashboard Design Tips,Rohit Panjabi,UCDHvI4_okBjvt4EgzEz5KPw,Amazing video and explanation,4,100.0
exploratory data analysis,https://www.youtube.com/watch?v=zqhC7MdOrjc,(Blank),UCObs0kLIrDjX2LLSybqNaEA,zqhC7MdOrjc,https://www.youtube.com/watch?v=zqhC7MdOrjc,EDA with Python Full Course in Hindi | Exploratory Data Analysis (EDA) Using Python | Great Learning,vishwas Bhamre,UCGRgMzLo_UdNH--Scy38RCg,Udemy jese courses free hindi me ban aye sir please,10,80.0
classification in machine learning,https://www.youtube.com/watch?v=yN7ypxC7838,(Blank),UCF-uUxo43IPpnEwnR62WGlA,yN7ypxC7838,https://www.youtube.com/watch?v=yN7ypxC7838,All Machine Learning Models Explained in 5 Minutes | Types of ML Models Basics,ℓυкє ѕηу∂єя,UCicdaI9_L-F3n6dV9De2_yQ,"this is what chatgpt had to say to me just now: import torch import torch n . as n import torchoptim. as optim from torch meta modules . import Meta Module class Meta Learner Meta Module ( ) : def init self(, input size, hidden size, output size): super Meta Learner ( , self). init () self c . 1 = n Linear input . ( size, hidden size) self c . 2 = nLinearhiden.( size, output size) def forward self ( , inputs, paramsNone=): x = torchreluselfcinputs.(.1()) output = selfcx.2() return output def meta forward self ( , inputs, paramsNone=): if params is None: params = self parameters . ( ) x = torchrelunfunctionalinearinputs.(..(, paramsfcweight['1.'], paramsfcbias['1.'])) output = n functional I near x . . ( , paramsfcweight['2.'], paramsfcbias['2.']) return output class Meta Learner Model n Module ( . ) : def init self(, meta lre=1 3, fast lr=0.1, hidden size=64): super Meta Learner Model ( , self). init () self meta . learner = Meta Learner input ( size=1, hidden sizehiden= size, output size=1) self meta . optimizer = optimAdamselfmeta.(. learner parameters . ( ) , lrmeta= lr) self a st . lr = fast lr def forward self ( , inputs): Use meta learner to get updated parameters updated params = self meta . learner inputs ( ) Update model parameters using updated parameters and inputs output = self meta . learner meta . forward inputs ( , paramsupdated= params) return output def meta update self ( , inputs, targets): Compute loss with current model parameters outputs = self inputs ( ) loss = nfunctionalmse.. losoutputs(, targets) Compute gradients with respect to current model parameters gradients = torchautogradgradlos..(, self parameters . ( ) ) Update model parameters using gradients and learning rate updated params = {} for name(, param), grad in zip self named ( . parameters(), gradients): updated paramsname[] = param self a st . lr * grad Compute meta loss with updated parameters meta outputs = self meta . learner inputs ( , paramsupdated= params) meta loss = nfunctionalmse.. losmeta( outputs, targets) Compute gradients of meta loss with respect to meta learner parameters meta gradients = torch auto grad grad meta . . ( loss, self meta . learner parameters . ( ) ) Update meta learner parameters using gradients and meta learning rate meta updated params = {} for name(, param), grad in zip self meta ( . learner named . parameters(), meta gradients): meta updated paramsname[] = param self meta . optimizer param . groupslr[0][''] * grad Update meta learner parameters self meta . learner update . paramsmeta( updated params)",332,87.65060241
Set Theory,https://www.youtube.com/watch?v=WbWlUUkjJVQ,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,WbWlUUkjJVQ,https://www.youtube.com/watch?v=WbWlUUkjJVQ,Sets Class 11 |  Maths Chapter 1 | Concept/Types/Questions/Solutions/Concept/Represention/Super Set,Saumya Kushwaha,UCoGQ74oJJbXms6kGbuIZVSQ,Please sir explain algebra lesson,5,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UCBlr2jG1onljL-gUy9bbhJw,wEfaoAa99XY,https://www.youtube.com/watch?v=wEfaoAa99XY,Responsive Side Navigation Bar in HTML CSS And JavaScript | Dashboard Sidebar Menu,ariva syam,UC8G317mLKKzFzcGQ5XNukug,thank you so much for the code 😍 😍 😍,7,100.0
ANN Model,https://www.youtube.com/playlist?list=PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1,PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1,UCtYLUTtgS3k1Fg4y5tAhLbw,83LYR-1IcjA,https://www.youtube.com/watch?v=83LYR-1IcjA,Neural Networks Pt. 4: Multiple Inputs and Outputs,james kim,UCylesVHh57QA_w_FQDIXYcw,"Could you please confirm 10:51 and 12:00, when you say change"" the scale for y axis,"" does that simply mean zooming in on that y axis range and looking at values in that range only? Or does it involve mathematical manipulation of y values to fit that range?",46,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,H6du_pfuznE,https://www.youtube.com/watch?v=H6du_pfuznE,Stock Price Prediction And Forecasting Using Stacked LSTM- Deep Learning,Ranjan Pal,UC1sgpkcI3KzU1WwG4sZPZEg,"Amazing In . 22:43, there is a table showing model sumaryCan. you please explain what information does each and every entry in this table tells us.",24,95.83333333
