topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Linear Regression,https://www.youtube.com/watch?v=QAEZOhE13Wg,(Blank),UC_4NoVAkQzeSaxCgm-to25A,QAEZOhE13Wg,https://www.youtube.com/watch?v=QAEZOhE13Wg,"Regression Analysis, Regression Coefficient, Linear Regression Part-I",Piyashree Biswas,UCHKtSpQrO0H1TIhQmU7NEfw,Your way of teaching is just excellent sir. 😁 Thank you so much sir,13,100.0
Set Theory,https://www.youtube.com/playlist?list=PL5KkMZvBpo5AH_5GpxMiryJT6Dkj32H6N,PL5KkMZvBpo5AH_5GpxMiryJT6Dkj32H6N,UCq0EGvLTyy-LLT1oUSO_0FQ,skx-EJd6_TA,https://www.youtube.com/watch?v=skx-EJd6_TA,Introduction to Set Theory (3 of 3: Further Language & Notation),Stasion Spasski,UC-HEEcyAQMsX1-tmhdZ01tg,What a rude class,4,100.0
dashboard creation in tableau,https://www.youtube.com/watch?v=aHaOIvR00So,(Blank),UCkw4JCwteGrDHIsyIIKo4tQ,aHaOIvR00So,https://www.youtube.com/watch?v=aHaOIvR00So,Tableau Full Course - Learn Tableau in 6 Hours | Tableau Training for Beginners | Edureka,Brian Omondi,UCMJyImWVMx5KzoqPOmd2RwQ,"This is truly a great source of learning Tableau, How can I get the datasets for practice",17,94.11764706
dashboard creation in tableau,https://www.youtube.com/watch?v=Hr5IE0qYkRs,(Blank),UCsvqVGtbbyHaMoevxPAq9Fg,Hr5IE0qYkRs,https://www.youtube.com/watch?v=Hr5IE0qYkRs,Tableau Dashboard | How To Create Tableau Dashboard | Tableau Training For Beginners | Simplilearn,Nam Anh Trần,UCVw1JMdr-AQJCeT6ELWQ6WQ,"Hello Team Simplilearn, I would like to have access to the dataset. Thank you!",14,85.71428571
exploratory data analysis,https://www.youtube.com/playlist?list=PLupD_xFct8mFDeCqoUAWZpUddeqmT28_L,PLupD_xFct8mFDeCqoUAWZpUddeqmT28_L,UCJINtWke3-FMz2WuEltWDVQ,a2t2EQd5SC4,https://www.youtube.com/watch?v=a2t2EQd5SC4,"Multivariate probability density, contour plot EDA Lecture 14@Applied AI Course",iftikhar,UCxTL5x2bTtqXCt9L49qsBSQ,Amazing !!!,1,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",shanaka jayatilake,UCuH7iY6S6i9MnZKJNE9ozXg,thank god for you,4,100.0
Probability,https://www.youtube.com/watch?v=mYbdGLnTd4c,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,mYbdGLnTd4c,https://www.youtube.com/watch?v=mYbdGLnTd4c,Probability Trick | Probability Aptitude Tricks | Probability DSSSB/CLASS 10/CLASS 12/Short Trick,BHAJAN MANDALI,UCEAJ1CL_0TMGXBZftdwyV6w,a p clas s th10 standard ban a o sir cbse,11,81.81818182
Set Theory,https://www.youtube.com/watch?v=ymGt7I4Yn3k,(Blank),UC_hukbByJP7OZ3Xm2tszacQ,ymGt7I4Yn3k,https://www.youtube.com/watch?v=ymGt7I4Yn3k,Russell's Paradox - a simple explanation of a profound problem,Smooth Move,UCqAdtNsO3txBM1U-Qc6OgPw,I think I am going to need to be hospitalized.,10,100.0
classification in machine learning,https://www.youtube.com/watch?v=U3SfXcPqeTo,(Blank),UCeVMnSShP_Iviwkknt83cww,U3SfXcPqeTo,https://www.youtube.com/watch?v=U3SfXcPqeTo,[Hindi] Supervised Learning : Classification  - Machine Learning Tutorials Using Python In Hindi,Avijit Singh,UCsYr2h3HyEXB0HdSWX4TC4Q,explanation is really good.,4,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,tIeHLnjs5U8,https://www.youtube.com/watch?v=tIeHLnjs5U8,"Backpropagation calculus | Chapter 4, Deep learning",Me & The Plant,UCshh98QfEv6gSl-c_XMPsHA,Just brilliant. Thanks for this,5,100.0
