topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Linear Algebra,https://www.youtube.com/playlist?list=PL49CF3715CB9EF31D,PL49CF3715CB9EF31D,UCEBb1b_L6zDS3xTUrIALZOw,osh80YCg_GM,https://www.youtube.com/watch?v=osh80YCg_GM,16. Projection Matrices and Least Squares,Mauricio Barda,UCRrQsgjPQBr3kBbgZ337Pyg,professor Strang you are excellent. Thanks a lot to you and MIT for these lectures and to all the supporters of OCW.,22,90.90909091
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,VpSLtKiPhLM,https://www.youtube.com/watch?v=VpSLtKiPhLM,Tutorial 24- Max Pooling Layer In CNN,saba bano,UCXN3Ohc162Bmu13uQbW2AXQ,"{ question"""": if"" image size 24, 28 and kernel size 5,5. What will be the size of feature map? "", choices"""": [ ""20,24"", ""20,20"", ""24,24"", ""25,25"" ], answer"""": ""20,24"", creator"""": Saba"" Atta "", creation Date "" "" : ""2022 06 TZ2905:29:06.250"" }",23,95.65217391
Probability,https://www.youtube.com/watch?v=94AmzeR9n2w,(Blank),UCEWpbFLzoYGPfuWUMFPSaoA,94AmzeR9n2w,https://www.youtube.com/watch?v=94AmzeR9n2w,Multiplication & Addition Rule - Probability - Mutually Exclusive & Independent Events,K Odaaa,UCQ9JfbtzhdE0xoXSwY71-vg,bro make economics classes would be so happy,8,100.0
classification in machine learning,https://www.youtube.com/watch?v=U3SfXcPqeTo,(Blank),UCeVMnSShP_Iviwkknt83cww,U3SfXcPqeTo,https://www.youtube.com/watch?v=U3SfXcPqeTo,[Hindi] Supervised Learning : Classification  - Machine Learning Tutorials Using Python In Hindi,Dhananjay Kansal,UCIo3ZNwufVRgrVlq0Rt6NQg,It is damn helpful. I started my ML journey now. I just wished I started with your videos first but then better late then never. I know it is been one year so the videos might have stopped but in future like to see more of UNSUPERVISED LEARNING which is a serious pain in the ass. Laughing out loud,59,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,UCNU_lfiiWBdtULKOw6X0Dig,iu2-G_5YkEo,https://www.youtube.com/watch?v=iu2-G_5YkEo,Natural Language Processing|BagofWords,gh,UCodb2T9b6wgIcR7RufNPOQw,Amazing explanation of each and every line of code,9,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,e50Bj7jn9IQ,https://www.youtube.com/watch?v=e50Bj7jn9IQ,"A quick trick for computing eigenvalues | Chapter 15, Essence of linear algebra",Player Science,UCZjkE8gHdU9pB2OlDYl7zYg,Please make a video on Beta* Distribution* .,7,100.0
Probability,https://www.youtube.com/playlist?list=PLC58778F28211FA19,PLC58778F28211FA19,UC4a-Gbdw7vOaccHmFo40b9g,uzkc-qNVoOk,https://www.youtube.com/watch?v=uzkc-qNVoOk,Probability explained | Independent and dependent events | Probability and Statistics | Khan Academy,Bharath Kumar Thota,UCgtaBh_5WaXgWwW9ZGZV69A,this is the best and simplest way,7,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PL49CF3715CB9EF31D,PL49CF3715CB9EF31D,UCEBb1b_L6zDS3xTUrIALZOw,8o5Cmfpeo6g,https://www.youtube.com/watch?v=8o5Cmfpeo6g,6. Column Space and Nullspace,nikobaka,UCw9Z2AEMmE8J2fJB9ttSEbg,These are best lectures I have ever find in entire You Tube .,12,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,qVLQ9Cqm-ec,https://www.youtube.com/watch?v=qVLQ9Cqm-ec,"Deep Learning-Activation Functions-Elu, PRelu,Softmax,Swish And Softplus",Deepak Saini,UC2WaL5UQ7jSBOpBDfI76smw,Thank you sir for making this video really very helpful and sir can you please provide us this notebook.,19,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",Only4Music,UCuO5NTXjjTbOa4qqfpqORMA,"This is knowledge, this helps humanity reach its next level, thank you",12,100.0
ANN Model,https://www.youtube.com/playlist?list=PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1,PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1,UCtYLUTtgS3k1Fg4y5tAhLbw,CqOfi41LfDw,https://www.youtube.com/watch?v=CqOfi41LfDw,Neural Networks Pt. 1: Inside the Black Box,Renz Togonon,UCvOYkpENTPe_ZXC3C3vpF1g,"Your uploads are so timely for me! When you uploaded the XGB video, I was studying XGB. Now I am studying neural networks! Thanks for this josh!",27,92.59259259
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",jason james nabor,UCSckqL1TZRnQRbQkGpXLX7g,Great video! Hope you upload more videos about machine learning.,10,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UCYLtt7ZmuCyyASQP-xOb9Ow,ud0OWPSHPjM,https://www.youtube.com/watch?v=ud0OWPSHPjM,Payroll Management System in ASP.NET Part 1 | Introduction and creating database,Usama Nadeem Khan,UCzPJzyKdSkJbbI2VFUnuAeA,"I do not have SQL"" server database"" option at 4:13. What I need to do to get this option ?",18,94.44444444
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,3CC4N4z3GJc,https://www.youtube.com/watch?v=3CC4N4z3GJc,Gradient Boost Part 1 (of 4): Regression Main Ideas,Beck,UCTOryBTzjgYF9n_ocWQCK-w,9:08 can we see that on a plot anyhow?,8,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UCPU17Ay0_kpgX25y-76n3Qg,GeoH4ixb00o,https://www.youtube.com/watch?v=GeoH4ixb00o,Business ERP Part 1-1 Introduction in ASP NET MVC,AL-Tech Software,UC2lbFdGpThm4khXNq_SV1Vg,Dir ha sir ge,4,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UCBlr2jG1onljL-gUy9bbhJw,wEfaoAa99XY,https://www.youtube.com/watch?v=wEfaoAa99XY,Responsive Side Navigation Bar in HTML CSS And JavaScript | Dashboard Sidebar Menu,Desi Free Fire,UCH3b0081Plavmv0ggiOHCpQ,Thank you for 10 subscribers Ab 50 kardo. please guys Love you all.❤❤,11,90.90909091
