topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UClb90NQQcskPUGDIXsQEz5Q,O7WbVj5apxU,https://www.youtube.com/watch?v=O7WbVj5apxU,Build Glass Website with HTML and CSS Tutorial,Sudhama Jayanthi,UC9lRnBwfNHne-DW_xse2f5w,Wait. what? Did anyone notice that the banner said Join“ pro free** games “ his humour laughing out loud . 😂,18,100.0
Linear Regression,https://www.youtube.com/playlist?list=PLIeGtxpvyG-LoKUpV0fSY8BGKIMIdmfCi,PLIeGtxpvyG-LoKUpV0fSY8BGKIMIdmfCi,UCFrjdcImgcQVyFbK04MBEhA,ZkjP5RJLQF4,https://www.youtube.com/watch?v=ZkjP5RJLQF4,"Statistics 101: Linear Regression, The Very Basics 📈",Vijay Hn,UCvgJb2ub-d4UJH-X2kb_TAg,"Hi Brandon, I genuinely thank you for making this so easy to understand!!",13,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLHUB9ctwOZlxkP5RKp7v1sV2Kc0eXdOK_,PLHUB9ctwOZlxkP5RKp7v1sV2Kc0eXdOK_,UCTiWgVtEGSY4cuduJbMPblA,glHWiQRgLn4,https://www.youtube.com/watch?v=glHWiQRgLn4,NLP Tutorial - Sentiment Analysis using Scikit Sklearn Python on IMDB Dataset,Shibbir Ahmed,UCBJEvGGQZaeu-u26HLoFybA,"if I want to use CountVectorizer in this code, which parameter will be best to use?? please tell",18,94.44444444
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",Ali Bastami,UCaKA_esmZzpA9EVysH3eH3g,When someone else explains something to me: My Intuition: 😑🤢🤕🤧 When Blue Brown 3 1 does: My Intuition: 😳😳😳😳🔥🔥🔥🔥🔥,15,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,UCyHta2dyCTkf29AB67AYn7A,xLkk6MUrvrw,https://www.youtube.com/watch?v=xLkk6MUrvrw,Support Vector Machine (SVM) Part-1 ll Machine Learning Course Explained in Hindi,divya chauhan,UCo4YQi2ZU78-3AMG63ZWCBQ,Sir your video is awesome 👍 and your way of teaching is also and . thank you so much.😊,17,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,UCfzlCWGWYyIQ0aLC5w48gBQ,SB8ckgT8l9c,https://www.youtube.com/watch?v=SB8ckgT8l9c,Twitter Sentiment Analysis - Natural Language Processing With Python and NLTK p.20,Muhammad Umer,UCKlYNADdN42yf8sG58jtqzA,I am getting error No( module named sentiment' mod'),9,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,UCNU_lfiiWBdtULKOw6X0Dig,SMZQrJ_L1vo,https://www.youtube.com/watch?v=SMZQrJ_L1vo,Live -Transformers Indepth Architecture Understanding- Attention Is All You Need,Mantas,UCSUAuR6bbbfUMAc0-dN-4Hw,"I love your patience how many times you go around explaining things until they get clear even for such dumb guys as me. BY THE WAY residual connection are not due some layers are not important and we have to skip them, it is for to solve the vanishing gradients problem.",51,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLKnIA16_RmvZo7fp5kkIth6nRTeQQsjfX,PLKnIA16_RmvZo7fp5kkIth6nRTeQQsjfX,UCCWi3hpnq_Pe03nGxuS7isg,DDfLc5AHoJI,https://www.youtube.com/watch?v=DDfLc5AHoJI,Word2vec Complete Tutorial | CBOW and Skip-gram | Game of Thrones Word2vec,Virat Mani,UC8xM6scKxbYVcdbDjQmXhYQ,Sir please share the links for basics of nueral networks.,10,90.0
Linear Algebra,https://www.youtube.com/playlist?list=PLl-gb0E4MII03hiCrZa7YqxUMEeEPmZqK,PLl-gb0E4MII03hiCrZa7YqxUMEeEPmZqK,UCcbu9qaBn3MNFYr96mbg72w,QMwwplztQfY,https://www.youtube.com/watch?v=QMwwplztQfY,Linear Algebra 4.1.1 Vector Spaces,Michael Karpman,UCdvO8FYY-763oQUWEQ82Ghw,"I have a question. I want to preface this with saying I think that this series of lectures is very helpful and I only am highlighting mistakes in order to help someone who might be confused by them. At aprox 15:30 in the video you say that pxa()= sub 0 is called the"""" zero polynomial. That makes it sound as if it should function as the identity element, but clearly it is not. So I am wondering what is the significance of the thing the you refer to as the"" zero polynomial"" ? Or did you mean to say that the zero"" vector"" is the zero "" polynomial"" where a sub 0 =0 ? Also at the 10:30 mark you state that matrix multiplication is not associative, which is not correct.",123,98.37398374
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLKnIA16_RmvZo7fp5kkIth6nRTeQQsjfX,PLKnIA16_RmvZo7fp5kkIth6nRTeQQsjfX,UCCWi3hpnq_Pe03nGxuS7isg,6C0sLtw5ctc,https://www.youtube.com/watch?v=6C0sLtw5ctc,Text Preprocessing | NLP Course Lecture 3,MR BAM,UCTnDbwuvG0OaR4XwHDqSzZg,Its helpful for me ❤️,4,100.0
