topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
exploratory data analysis,https://www.youtube.com/watch?v=v2oNWja7M2E,(Blank),UC8uU_wruBMHeeRma49dtZKA,v2oNWja7M2E,https://www.youtube.com/watch?v=v2oNWja7M2E,Beginner to Pro FREE Excel Data Analysis Course,Akshay,UCU0-GJGt2DgDEK1DxaBtIBQ,24:13 why cannot we add a column and say = sales column unit / . Can someone please throw some light 🙏,17,100.0
Linear Regression,https://www.youtube.com/watch?v=ZkjP5RJLQF4,(Blank),UCFrjdcImgcQVyFbK04MBEhA,ZkjP5RJLQF4,https://www.youtube.com/watch?v=ZkjP5RJLQF4,"Statistics 101: Linear Regression, The Very Basics 📈",Shalabh Srivastava,UC96jVcpJ-nZj8R_6GTucyGA,Thanks so much,3,100.0
Linear Regression,https://www.youtube.com/watch?v=GhrxgbQnEEU,(Blank),UCjXUIvMeiEUna3KTQtYmScA,GhrxgbQnEEU,https://www.youtube.com/watch?v=GhrxgbQnEEU,How To... Perform Simple Linear Regression by Hand,♤ Sloth ♤,UCBz3F5kCJrsl40LmPDngJdA,thank you so so much! this was perfect!,8,100.0
Linear Regression,https://www.youtube.com/watch?v=HafqFSB9x70,(Blank),UCVk4G4nEtBS4tLOyHqustDA,HafqFSB9x70,https://www.youtube.com/watch?v=HafqFSB9x70,Simple linear regression in Stata®,cotorot op,UCLUzMnXfNcnqccR0HlhRnWA,"Does it mean that Stat a has no way of automatically"""" get the regression line?",15,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,Ip3X9LOh2dk,https://www.youtube.com/watch?v=Ip3X9LOh2dk,"The determinant | Chapter 6, Essence of linear algebra",leo kappler,UC338qb1SfvkOismAus9-nkA,"I think there also is an intuitive way to visualize why the determinant is the Area: Just think about what happens when you take the dot product of v and w turned by 90° clockwise that( is w( y, w x)). It is exactly what the determinant does and what I would geometrically think about when calculating the Area of a parallelogram",61,100.0
Decision Tree,https://www.youtube.com/watch?v=atw7hUrg3_8,(Blank),UCGFNZxMqKLsqWERX_N2f08Q,atw7hUrg3_8,https://www.youtube.com/watch?v=atw7hUrg3_8,Decision Tree with Solved Example in English | DWM | ML | BDA,Mayuresh Chavan,UCmb6Ab7X2ttsvc5gIJQx5Wg,please teach the concept of block world problem as soon as possible,12,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,zBOavqh3kWU,https://www.youtube.com/watch?v=zBOavqh3kWU,"Tutorial 28- Create CNN Model Using Transfer Learning using Vgg 16, Resnet",Madhav Negi,UCaybEPSJ88LXGZi9DQldK0A,can you please help me in adding a confusion matrix in it??,12,100.0
Linear Regression,https://www.youtube.com/playlist?list=PLIeGtxpvyG-LoKUpV0fSY8BGKIMIdmfCi,PLIeGtxpvyG-LoKUpV0fSY8BGKIMIdmfCi,UCFrjdcImgcQVyFbK04MBEhA,iAgYLRy7e20,https://www.youtube.com/watch?v=iAgYLRy7e20,"Statistics 101: Linear Regression, Algebra, Equations, and Patterns",lindy chitty,UC6GKjpsCdnAttVi9daV9ocg,"Thank you Brandon, you have really helped!",7,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",Praveen Killi,UCu4_eKIUh4NrHvn9WdZ-2Qw,how to know which model will fit me ? I have a dataset but not sure which model I need to use :(,21,95.23809524
Probability,https://www.youtube.com/watch?v=lZSL7Tm5ViA,(Blank),UCeAnrUKcxFGrMXfHgj0eMjg,lZSL7Tm5ViA,https://www.youtube.com/watch?v=lZSL7Tm5ViA,Probability,Chandan Kumar,UCwJo5p0zeDa3COH30atgWtg,I think the answer of last question will be 31/365,9,100.0
dashboard creation in tableau,https://www.youtube.com/watch?v=Lu0jrymqOGM,(Blank),UCdXTfbW26jVkQzqjsRO6JOg,Lu0jrymqOGM,https://www.youtube.com/watch?v=Lu0jrymqOGM,Tableau Dashboard Tips  [Top 10 Tableau Dashboard Design Tips],Houda Henchiri,UCkHOc_MIELkCJxnZ2-pcffg,Straight to the point . thanks,5,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,ARfXDSkQf1Y,https://www.youtube.com/watch?v=ARfXDSkQf1Y,"Odds and Log(Odds), Clearly Explained!!!",Max,UCDj3TEgW3OeYf6Y_ZP4N5gg,Great video,2,100.0
Decision Tree,https://www.youtube.com/watch?v=dGNJ-feQLC4,(Blank),UCNU_lfiiWBdtULKOw6X0Dig,dGNJ-feQLC4,https://www.youtube.com/watch?v=dGNJ-feQLC4,Live Day 4- Discussing Decision Tree And Ensemble Machine Learning Algorithms,vijayabaskaran venkatraman,UClD8lW06gr7nXjJMv-FKm7Q,sir your teach method I like do it wel.,9,88.88888889
