topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
exploratory data analysis,https://www.youtube.com/watch?v=AYalukmWroY,(Blank),UCNU_lfiiWBdtULKOw6X0Dig,AYalukmWroY,https://www.youtube.com/watch?v=AYalukmWroY,Perform Exploratory Data Analysis In Minutes- Data Science| Machine Learning,Evan,UCjOOQkwrDbELfm4UAyhTXyg,Thanks! Can you teach us about tran formers and attention model?,11,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,Xm2C_gTAl8c,https://www.youtube.com/watch?v=Xm2C_gTAl8c,"Ridge vs Lasso Regression, Visualized!!!",Filip Bár,UCmhylpMFXyatjs5FLyLi7xA,"how to choose lambda correctly? Is there a standard way? thank( you, great video)",14,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLeo1K3hjS3uvaRHZLl-jLovIjBP14QTXc,PLeo1K3hjS3uvaRHZLl-jLovIjBP14QTXc,UCh9nVJoWXmFb7sLApWGcLPQ,qWXXHjV3JHI,https://www.youtube.com/watch?v=qWXXHjV3JHI,Data Science & Machine Learning Project - Part 1 Introduction | Image Classification,Saurabh Kumar,UCMGPebzYEjOqPHI7q9pfr7Q,You are awesome. Really great initiative. A big fan of you.,11,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,UCNU_lfiiWBdtULKOw6X0Dig,ioN1jcWxbv8,https://www.youtube.com/watch?v=ioN1jcWxbv8,Advance House Price Prediction- Exploratory Data Analysis- Part 1,The Outlet,UCW2DWtEGt9ZwFwnqJd7G72Q,this is so clean. I can not look at my nb now. this series is a gem. I have learned so much,22,95.45454545
Set Theory,https://www.youtube.com/watch?v=WbWlUUkjJVQ,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,WbWlUUkjJVQ,https://www.youtube.com/watch?v=WbWlUUkjJVQ,Sets Class 11 |  Maths Chapter 1 | Concept/Types/Questions/Solutions/Concept/Represention/Super Set,uday,UCUgum3mJI7uPRvQalVG4F_w,You concept is best and request from you that chapter 1 full not completed please completed and other chapter make for this for ready student 🙏🙏,24,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,YtebGVx-Fxw,https://www.youtube.com/watch?v=YtebGVx-Fxw,Entropy (for data science) Clearly Explained!!!,Eliot Behr,UC-AUoHYQq3SXqpeZUxk8UdA,You should make a shirt with statsquatch :),7,85.71428571
Linear Regression,https://www.youtube.com/watch?v=Z6HGJMUakmc,(Blank),UCUcpVoi5KkJmnE3bvEhHR0Q,Z6HGJMUakmc,https://www.youtube.com/watch?v=Z6HGJMUakmc,Bayesian Linear Regression : Data Science Concepts,Atul Raj,UCTK0KtRmoSpYRL7kRs3MT4Q,How does Bayesian logistic regression perform vis a vis classical logistic ? Can someone share some research work for the same ?,20,95.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,HMOI_lkzW08,https://www.youtube.com/watch?v=HMOI_lkzW08,StatQuest: PCA main ideas in only 5 minutes!!!,Noura JAMAL,UC4NMUUuk1xQo2UERNquzjxg,"This is one of the most great channels I have ever seen . If you are looking for a good easy, and quick explanation you are in the right place ;)",29,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,UCfzlCWGWYyIQ0aLC5w48gBQ,6j6M2MtEqi8,https://www.youtube.com/watch?v=6j6M2MtEqi8,Part of Speech Tagging - Natural Language Processing With Python and NLTK p.4,Sarita Vasquez,UCDdwS-s2sHn2R4omk7F1tyQ,"thanks for the video, I am new to all this NLP NLTK with python, so I got this it is asking me two work with 2 tag sets Brown( and Universal) and to divide the data en train set and test set, find the most common tag N() and use it as a baseline, all good here but I am struggling to understand the second part: which is creating taggers that I should train on training set and evaluate on Test set. How do I create a tagger? a random one? then it says the taggers I am going to work with are default a fix uni gram ( / / , taggers,. etc) > This confuses me a lot?? then it says: These taggers can be created using the nltkDefaultTager.(), nltkAfixTager.(), nltkUnigramTager.(), nltkBigramTager.(), and nltkTrigramTager.() functions respectively. > again???? finally: create four of taggers in isolated taggers and cascade taggers? its confusing = please help!",148,95.27027027
ANN Model,https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO,PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO,UCh9nVJoWXmFb7sLApWGcLPQ,2osIZ-dSPGE,https://www.youtube.com/watch?v=2osIZ-dSPGE,"Precision, Recall, F1 score, True Positive|Deep Learning Tutorial 19 (Tensorflow2.0, Keras & Python)",Umang Mahant,UCE3YTU6SSFJ6ji0DJ_7iMbw,I think you can stop making videos. actually the whole point was to understand WHY F1 score and just not to check values from jupyter notebook :( time wasted,28,96.42857143
