topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",Vinay Seth,UCS6jJBns6oZXoFssvOIk0tw,So a neuron'' in computer programming jargon is basically just a placeholder pixel / ' ' ?,13,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLU6SqdYcYsfJOGZdxUpDk3w9o-w94-RoG,PLU6SqdYcYsfJOGZdxUpDk3w9o-w94-RoG,UC_4NoVAkQzeSaxCgm-to25A,rDrQH9ma82o,https://www.youtube.com/watch?v=rDrQH9ma82o,Vector Subspace  | Linearly Independent | Linearly Dependents Vectors | Linear Algebra,Sapana Kushwaha,UCgTiovX-VURluUShE1Gkfgw,Constant hone ki condition kya hoti j?????,7,85.71428571
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,kYB8IZa5AuE,https://www.youtube.com/watch?v=kYB8IZa5AuE,"Linear transformations and matrices | Chapter 3, Essence of linear algebra",Valentine Wiggin,UCACgExcotkqOqiYdWEsyOLQ,who are the people that dislike this? math haters?,9,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,P2LTAUO1TdA,https://www.youtube.com/watch?v=P2LTAUO1TdA,"Change of basis | Chapter 13, Essence of linear algebra",David Sullivan,UC_7r4ZkuaJ3k0-qWDXdh5MA,The whole empathy part AND HOW MUCH SENSE THAT MAKES is honestly moving,13,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,OTTOglLJxLU,https://www.youtube.com/watch?v=OTTOglLJxLU,Tutorial 17- Create Artificial Neural Network using Weight Initialization Tricks,Fox Finance,UCghJheQ5XKnKH7G5vMAh5iw,Best classes ever,3,100.0
exploratory data analysis,https://www.youtube.com/watch?v=dP170R-wO-8,(Blank),UCNU_lfiiWBdtULKOw6X0Dig,dP170R-wO-8,https://www.youtube.com/watch?v=dP170R-wO-8,How To Become Expertise in Exploratory Data Analysis,Abhi4Music,UC1xXG1_daANeR8BQaqsAv7Q,"Sir, can you make a video on multi label classification?",10,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UCLjtB1XNaiVz-brRDymb5gg,kk5dZVfCpgk,https://www.youtube.com/watch?v=kk5dZVfCpgk,🔥 Create a Portfolio Website Using HTML & CSS & JavaScript | Light & Dark Theme,True Coder,UCLjtB1XNaiVz-brRDymb5gg,Make sure to Subscribe & drop a Like 👍. It really makes a huge difference !,13,100.0
Linear Regression,https://www.youtube.com/watch?v=QAEZOhE13Wg,(Blank),UC_4NoVAkQzeSaxCgm-to25A,QAEZOhE13Wg,https://www.youtube.com/watch?v=QAEZOhE13Wg,"Regression Analysis, Regression Coefficient, Linear Regression Part-I",Amit Singh,UCz9g2ka69tJ0xjKrly9cojA,Sir thank you so much sir . Apke I law a kisi or ka samaj m hi nah I at a hai sir . It na Easy lgta h sab kuch.,29,82.75862069
classification in machine learning,https://www.youtube.com/playlist?list=PLfFghEzKVmjuQztEASqU0hI_aHAJf62u7,PLfFghEzKVmjuQztEASqU0hI_aHAJf62u7,UCG04dVOTmbRYPY1wvshBVDQ,Lgp14y9-U74,https://www.youtube.com/watch?v=Lgp14y9-U74,Project 15. Titanic Survival Prediction using Machine Learning in Python | Machine Learning Project,ITSURGUY,UCs6_QFnIpyDYYutlce8TkRg,"at 38:06 you have to assign a variable to all the arguments in the parameter for the snscountplotxSex.(='', hue Survived = ' ' , data titanic = data) to show the data graph. This could just be an issue with in Jupiter notebook.",37,97.2972973
Linear Regression,https://www.youtube.com/watch?v=Z6HGJMUakmc,(Blank),UCUcpVoi5KkJmnE3bvEhHR0Q,Z6HGJMUakmc,https://www.youtube.com/watch?v=Z6HGJMUakmc,Bayesian Linear Regression : Data Science Concepts,Maciek17PL,UCkoJrSwRt0_8k5cZS61gPUw,You are a great teacher thank you for your videos!!,10,100.0
Linear Regression,https://www.youtube.com/playlist?list=PLKnIA16_Rmva-wY_HBh1gTH32ocu2SoTr,PLKnIA16_Rmva-wY_HBh1gTH32ocu2SoTr,UCCWi3hpnq_Pe03nGxuS7isg,dXHIDLPKdmA,https://www.youtube.com/watch?v=dXHIDLPKdmA,Simple Linear Regression | Mathematical Formulation | Coding from Scratch,Infinity 2 creation,UC0iJ4eu0QFM3SJxSjL759AA,B hot hard bro😘😘😘,4,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,BaM7OCEm3G0,https://www.youtube.com/watch?v=BaM7OCEm3G0,"Cross products in the light of linear transformations | Chapter 11, Essence of linear algebra",Puja Kudupudi,UCsP_3BFFJPQ0Mj1YGCyfeEA,The way I look at the things entirely changes while watching your videos. ❣,13,100.0
Linear Regression,https://www.youtube.com/watch?v=OCwZyYH14uw,(Blank),UCkw4JCwteGrDHIsyIIKo4tQ,OCwZyYH14uw,https://www.youtube.com/watch?v=OCwZyYH14uw,Linear Regression vs Logistic Regression | Data Science Training | Edureka,Lui RM,UCToP6WaY6J3HxuTvjb4wcHA,great video,2,100.0
