topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
exploratory data analysis,https://www.youtube.com/playlist?list=PLUgZaFoyJafhVjpOIS4_fhuLaqQgsU9Cs,PLUgZaFoyJafhVjpOIS4_fhuLaqQgsU9Cs,UC2XO4HDxzfMOZIV1l795g1Q,vxG9PXHruSY,https://www.youtube.com/watch?v=vxG9PXHruSY,EDA on Cryptocurrency Price Data Using Python (Time Series Analysis),Aman Pratap Singh,UCNp9gScb9OWW7hJIKal1MIw,12:56 okay stands for black color and '. ' or o'' returns scatter plot,11,100.0
Set Theory,https://www.youtube.com/playlist?list=PLU6SqdYcYsfJ27O0dvuMwafS3X8CecqUg,PLU6SqdYcYsfJ27O0dvuMwafS3X8CecqUg,UC_4NoVAkQzeSaxCgm-to25A,17erhldpZ8E,https://www.youtube.com/watch?v=17erhldpZ8E,Graph Theory | Matrix Representation of Graph in Graph Theory | Discrete Mathematics By GP Sir,ZATCH CODM,UCZS3vFpt9nocM-wdDpuP2gw,answer of last question is option B,7,100.0
Probability,https://www.youtube.com/playlist?list=PL8VYq471tmyKasL1E-TK8pS3anktGegWl,PL8VYq471tmyKasL1E-TK8pS3anktGegWl,UCyRKCTZf6Eh7yRZIHopAuLA,goJ6aWScerQ,https://www.youtube.com/watch?v=goJ6aWScerQ,Ex-16.3 Q-17 Class 11 ( Probability ) NCERT Math || Q17 Ex 16.3 Class 11 Math ||Class 11 Ex 16.3 Q17,R. Pavan sai,UC3M5kMxp4bdo6JRF7zsNH5A,Sir explanation is very good,5,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,UCNU_lfiiWBdtULKOw6X0Dig,MO5n5JaRotc,https://www.youtube.com/watch?v=MO5n5JaRotc,FAKE NEWS CLASSIFIER WITH MACHINE LEARNING ALGORITHMS USING Natural Language Processing- PART 1,Preethisetty,UCvdobnWRoGlR8ykg5Zo2wYQ,Can you explain fake online reviews detection using passive aggressive classifier,11,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,TgKwz5Ikpc8,https://www.youtube.com/watch?v=TgKwz5Ikpc8,"Abstract vector spaces | Chapter 16, Essence of linear algebra",Hsiao-Tsu Huang,UCPp2vwQyGn1nRBYxRvfvPZA,Thank you for the video series. I am a student at Hopkins studying linear algebra this semester and found your videos super helpful. I do believe math is just magic but people often do not see why it is beautiful or surprising. You are the magician who showed me the magic of math. Thank you.,55,98.18181818
ANN Model,https://www.youtube.com/playlist?list=PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,UCfzlCWGWYyIQ0aLC5w48gBQ,tMrbN67U9d4,https://www.youtube.com/watch?v=tMrbN67U9d4,Neural Networks from Scratch - P.3 The Dot Product,samas,UC5NuzBdEAFnGxw_Rqm-ZNDg,"these videos are just like drug, I cannot stop watching and I want more and more",16,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,8b1JEDvenQU,https://www.youtube.com/watch?v=8b1JEDvenQU,XGBoost Part 2 (of 4): Classification,Ankur Bhattacharjee,UCjPRhSlcN76WdSci-9jNDWg,"I have a question that for the initial predicted output we have taken 0.5 but this is classification problem why did we choose 0.5 as the default value. I mean why the predicted initial value could not have been any other value say 1 or 0. Probably my question seems stupid, apologies in advance.",50,100.0
Linear Algebra,https://www.youtube.com/watch?v=fNk_zzaMoSs,(Blank),UCYO_jab_esuFRV4b17AJtAw,fNk_zzaMoSs,https://www.youtube.com/watch?v=fNk_zzaMoSs,"Vectors | Chapter 1, Essence of linear algebra",Wagner Welington Domingues,UCj8yg8Jl_CNoUMkJpTILPJg,"Do not understand why the scalar that was on the X position become x and y . Like 1;2 they where in the X position and become xy, position, Xy1+3; X2 1 and if I change the order, it could be 2;1 . I do not get it",43,95.34883721
Decision Tree,https://www.youtube.com/playlist?list=PLKnIA16_RmvYGY_n9PP8zN-0LG9MoZRjU,PLKnIA16_RmvYGY_n9PP8zN-0LG9MoZRjU,UCCWi3hpnq_Pe03nGxuS7isg,o8GE4s-jcdg,https://www.youtube.com/watch?v=o8GE4s-jcdg,Hyper-parameter Tuning using GridSearchCV | Decision Trees Part 8,Rishit Aakash,UCeM3RCAJQzJv5dcV5pJcIXg,"Thanks a lot this video was very helpful, do make such video on okay fold cross validation also",18,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,UCyHta2dyCTkf29AB67AYn7A,Fv_LGQKgWi0,https://www.youtube.com/watch?v=Fv_LGQKgWi0,Bayes Theorem Explained with Solved Example in Hindi ll Machine Learning Course,Abhiram D B,UCT8TrVTu70B3yOkUW5rOu2g,Its awesome,2,100.0
Probability,https://www.youtube.com/watch?v=mYbdGLnTd4c,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,mYbdGLnTd4c,https://www.youtube.com/watch?v=mYbdGLnTd4c,Probability Trick | Probability Aptitude Tricks | Probability DSSSB/CLASS 10/CLASS 12/Short Trick,Parkash Kumar,UCz6UK8wYwXp3ZqAXXjTyN2Q,Sir bana do,3,100.0
Probability,https://www.youtube.com/playlist?list=PLBh2i93oe2qswFOC98oSFc37-0f4S3D4z,PLBh2i93oe2qswFOC98oSFc37-0f4S3D4z,UCdwo4k1RQHTcq_-WS7Cazqg,JmtFYeA3ofM,https://www.youtube.com/watch?v=JmtFYeA3ofM,Probability Theory - Part 8 - Bayes's Theorem and Total Probability,Alejandro Galván,UCfRmN_AWL03uxeggVAdYNKA,"Sorry, just one doubt: why did we consider that the probability of the car being in each door is 1/3 when we are considering the case that the show host has already opened a door? Should not it be 1/2 since we got new data, namely that a goat is in door 3?",50,100.0
Probability,https://www.youtube.com/watch?v=Tr9U87N6h0k,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,Tr9U87N6h0k,https://www.youtube.com/watch?v=Tr9U87N6h0k,Probability Tricks | Probability Card Problems/Questions/Solutions | SSC CGL 2019/2020/Class 10th/12,The dark,UCN6BPQkR0IQFtkCCPNSZ2Ug,Hi,1,100.0
