topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
dashboard creation in tableau,https://www.youtube.com/watch?v=htptRYL92G4,(Blank),UCNGIDQ466bNY87eEeKeQuzA,htptRYL92G4,https://www.youtube.com/watch?v=htptRYL92G4,How to create Tableau KPI Dashboard | Create KPI Dashboard In Tableau | Tableau Tutorials,i'm Rajesh Sandhu vlogs,UClJfRlggMsYnLVLF-_8vNFw,nice explain,2,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,Ip3X9LOh2dk,https://www.youtube.com/watch?v=Ip3X9LOh2dk,"The determinant | Chapter 6, Essence of linear algebra",Shrinath Kannan,UCQqt_ET4LhcJ69HFe_sS2-Q,The generation of sine or cosine wave from an AC generator can be interpreted in the same way how the determinant in the video shaped up as the orientation is flipped many times?,33,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,azXCzI57Yfc,https://www.youtube.com/watch?v=azXCzI57Yfc,StatQuest: Linear Discriminant Analysis (LDA) clearly explained.,Sơn Tùng Nguyễn,UCxiimm8JAZynaOlTgLFbapg,Love the intro,3,100.0
Linear Regression,https://www.youtube.com/watch?v=owI7zxCqNY0,(Blank),UCbdsyFBdG0Fmjroqk-ZoPcg,owI7zxCqNY0,https://www.youtube.com/watch?v=owI7zxCqNY0,Video 1: Introduction to Simple Linear Regression,Hamid A.,UC4-k5irhp2461QxYlWj9JcA,Slope does not represent the real scale!,7,100.0
Decision Tree,https://www.youtube.com/watch?v=PbOZD7yHJZM,(Blank),UC3HS6gQ79jjn4xHxogw0HiA,PbOZD7yHJZM,https://www.youtube.com/watch?v=PbOZD7yHJZM,Artificial Intelligence Class 9 Unit 2.4 | AI Project Cycle - Decision Tree Definition & Example,H.R.V,UCvOwqLQLSHAaJ8pS-XkmhMA,Tomorrow is my exam and I watched all Ai video according to my syllabus 😂😂 legit op,16,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,UCNU_lfiiWBdtULKOw6X0Dig,mDaEfPgwtgo,https://www.youtube.com/watch?v=mDaEfPgwtgo,Tutorial 32- Problems In Simple Recurrent Neural Network,Lucky Girl,UCc0GGLH2C3C6nxoCCPfEsuw,Thanks sir 🌸🙏,2,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PL49CF3715CB9EF31D,PL49CF3715CB9EF31D,UCEBb1b_L6zDS3xTUrIALZOw,6-wh6yvk6uc,https://www.youtube.com/watch?v=6-wh6yvk6uc,"12. Graphs, Networks, Incidence Matrices",Rhishikesh Joshi,UCxUH1Zm19TZXZ0A7IrYuPxg,"Great lecture! However I have a doubt, can someone please tell me how to find the basis from row reduced echelon form? The row reduced matrix according to me Are = [(1 0 1 0 0), (0 1 1 0 1), (0 0 0 1 1), (0 0 0 0 0)] I have gone through lectures 1 11, but still I am not getting it. Am I missing something? Please help",48,100.0
Set Theory,https://www.youtube.com/watch?v=027jM40bguc,(Blank),UCVJU_IChPMOe8RWkdVQjtfQ,027jM40bguc,https://www.youtube.com/watch?v=027jM40bguc,SETS in 40 Minutes || Complete Chapter for JEE Main & Advanced,ARYAN  GAMING,UCPvVhSrKo8ElJ1ZHHdl3FIw,baba❤❤❤,1,100.0
exploratory data analysis,https://www.youtube.com/watch?v=dP170R-wO-8,(Blank),UCNU_lfiiWBdtULKOw6X0Dig,dP170R-wO-8,https://www.youtube.com/watch?v=dP170R-wO-8,How To Become Expertise in Exploratory Data Analysis,ALAN GEORGE 1980001,UC4OpMCubvoKVjqvSYaY88MQ,I just love this human being for what he does and say. Just amazing. Thank you for being there.,19,100.0
Probability,https://www.youtube.com/watch?v=mYbdGLnTd4c,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,mYbdGLnTd4c,https://www.youtube.com/watch?v=mYbdGLnTd4c,Probability Trick | Probability Aptitude Tricks | Probability DSSSB/CLASS 10/CLASS 12/Short Trick,Om Mandal,UCvvbkosCwmMYpJvOrD4hMSA,Please sir probabilities full video. Best teaching method😘😘😘😘🥰🥰🥰,8,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLhTjy8cBISEoOtB5_nwykvB9wfEDscuEo,PLhTjy8cBISEoOtB5_nwykvB9wfEDscuEo,UCirPbvoHzD78Lnyll6YYUpg,KrEhmADXTr8,https://www.youtube.com/watch?v=KrEhmADXTr8,Sentiment Analysis Python - 4 - Tokenization and Stop Words (NLP),Taner Coder,UC1KHm5wk7HcH0R7-PbNPtCQ,"It is strange that such words as down"""", up"""", against"""" etc. should be removed. They can be a part of emotional expression, as in I"" am really feeling down today"".",30,100.0
Linear Regression,https://www.youtube.com/watch?v=NUXdtN1W1FE,(Blank),UCsvqVGtbbyHaMoevxPAq9Fg,NUXdtN1W1FE,https://www.youtube.com/watch?v=NUXdtN1W1FE,Linear Regression Analysis | Linear Regression in Python | Machine Learning Algorithms | Simplilearn,Pranshu Patidar,UCUqsPvbs2eN9UZR39ZwhAFg,"All your videos are of great use in learning and practicing , but every user have to ask for datasets individually in comments . A better approach would be to upload it on google drive or on github and pin that comment or give link in description , it will reduce the inconvinience to some extent . However for now can you please mail the dataset to . Thank you !",65,93.84615385
classification in machine learning,https://www.youtube.com/playlist?list=PLeo1K3hjS3uvaRHZLl-jLovIjBP14QTXc,PLeo1K3hjS3uvaRHZLl-jLovIjBP14QTXc,UCh9nVJoWXmFb7sLApWGcLPQ,NtNl97LlpOk,https://www.youtube.com/watch?v=NtNl97LlpOk,Data Science & Machine Learning Project - Part 6 Flask Server | Image Classification,Deghanand Reddy,UCAKF_SC4vNcuBpzbqPGyQFw,Please implement this project with dockers and Kubernetes dhawal please,10,80.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",rishi rai saxena,UCJtLyv8gWJwgNHn5fs66wVQ,Best video found till date on neural network introduction,9,100.0
classification in machine learning,https://www.youtube.com/watch?v=_L39rN6gz7Y,(Blank),UCtYLUTtgS3k1Fg4y5tAhLbw,_L39rN6gz7Y,https://www.youtube.com/watch?v=_L39rN6gz7Y,"Decision and Classification Trees, Clearly Explained!!!",James Vaughan,UCZkfvqlGAk2Pl7ywQ6YsNGA,All videos are golden. Thank you Stat Quest !,8,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,4jRBRDbJemM,https://www.youtube.com/watch?v=4jRBRDbJemM,"ROC and AUC, Clearly Explained!",Fabio F. de Aquino,UCuOFTi0zxy7xJgpkWihcSKw,Bam?!?!? 👀👏🖖👍,1,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,uQhTuRlWMxw,https://www.youtube.com/watch?v=uQhTuRlWMxw,"Inverse matrices, column space and null space | Chapter 7, Essence of linear algebra",Eugene,UCC6MKE5DSwuLtQ9r9Vt4F6w,"Your visual intuition for solving systems, like your other visual intuitions, is great. However, I was wondering if there is a connection between it and the standard way to graph each equation and see their intersection as the solution set. I graphed a couple of x22 systems by hand the standard way, with your initial and final vectors superimposed. Obviously the initial vector points to the coordinates of the solution in( the case of a single point solution). If there is no other correspondence, my best explanation would be that, graphed the standard way, the lines are already using the same information that you interpret as a linear transformation. So trying to see how your matrix transforms the graph of the lines is a little bit like trying to apply the same transformation twice. Is that about right? Should I just compartmentalize these two visualizations?",145,100.0
Probability,https://www.youtube.com/watch?v=n1lbEGr0dCU,(Blank),UCjO0g7qbAcZX-vtdIFCA41Q,n1lbEGr0dCU,https://www.youtube.com/watch?v=n1lbEGr0dCU,PROBABILITY Tricks And Shotcuts For Bank Exams | Complete Chapter | IBPS PO 2020 | Kaushik Mohanty |,khushbu srivastava,UCLQoWO6VN1xrDikN59mYp8g,Thank you for explaining the concept very clearly and transparently.,10,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,jxuNLH5dXCs,https://www.youtube.com/watch?v=jxuNLH5dXCs,Gradient Boost Part 3 (of 4): Classification,wenhui zeng,UC8F2WTH_RHFPLgVePZwshcg,"Also, xgbosting will be good",5,80.0
Linear Regression,https://www.youtube.com/playlist?list=PLF596A4043DBEAE9C,PLF596A4043DBEAE9C,UClD8c_piy1nrJySPJUgyivg,rig4ZZ_cBZo,https://www.youtube.com/watch?v=rig4ZZ_cBZo,How to Calculate Linear Regression SPSS,Ankit,UCyIDD-vSPxEOPBVAg3tVfrw,You are simply Awesome Really . Thanks a lot,8,100.0
