topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Linear Regression,https://www.youtube.com/watch?v=ZkjP5RJLQF4,(Blank),UCFrjdcImgcQVyFbK04MBEhA,ZkjP5RJLQF4,https://www.youtube.com/watch?v=ZkjP5RJLQF4,"Statistics 101: Linear Regression, The Very Basics 📈",A D,UCOrlGT7MAC42YafzoZgG9ig,Take a bow!! My two masters' degrees could not explain this concept as simply as you did!!,17,100.0
dashboard creation in tableau,https://www.youtube.com/watch?v=mvpGTXRLIQc,(Blank),UCL2ls5uXExB4p6_aZF2rUyg,mvpGTXRLIQc,https://www.youtube.com/watch?v=mvpGTXRLIQc,Build a Tableau COVID-19 Dashboard,Leenu,UCgLGbOg2J1eixGCvnbB59Iw,Awesome and thanks for sharing it,6,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,tIeHLnjs5U8,https://www.youtube.com/watch?v=tIeHLnjs5U8,"Backpropagation calculus | Chapter 4, Deep learning",imago,UCbI4RGQ1UApqPdef0mnPKjg,"about 1 million watched the first video, okay200 watched this. That makes me top 20%! I have a very high need for justifying my actions",23,100.0
ANN Model,https://www.youtube.com/watch?v=EYeF2e2IKEo,(Blank),UCJihyK0A38SZ6SdJirEdIOw,EYeF2e2IKEo,https://www.youtube.com/watch?v=EYeF2e2IKEo,Introduction to Neural Networks with Example in HINDI | Artificial Intelligence,Bilal Khan,UCHcSR8pf81wjv3US5GVwdxw,Birth of artificial intelligence sam j had a ( 1943 56): artificial intelligence second edition Michael negnevitisky wali book sa please,18,94.44444444
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,rdkIOM78ZPk,https://www.youtube.com/watch?v=rdkIOM78ZPk,Tutorial 34- LSTM Recurrent Neural Network In Depth Intuition,Raju Pericherla,UC2TPHxd4DUXI7EnmUP7cYqQ,Are you 29 years old?,4,100.0
dashboard creation in tableau,https://www.youtube.com/watch?v=aHaOIvR00So,(Blank),UCkw4JCwteGrDHIsyIIKo4tQ,aHaOIvR00So,https://www.youtube.com/watch?v=aHaOIvR00So,Tableau Full Course - Learn Tableau in 6 Hours | Tableau Training for Beginners | Edureka,SAURAV kr,UCxl_36A14o7qjfwghQc9cIw,wow one . of the best I found on tableau could. you please share dataset to practice alongside.,17,94.11764706
exploratory data analysis,https://www.youtube.com/watch?v=v2oNWja7M2E,(Blank),UC8uU_wruBMHeeRma49dtZKA,v2oNWja7M2E,https://www.youtube.com/watch?v=v2oNWja7M2E,Beginner to Pro FREE Excel Data Analysis Course,BOOK_SUMMARY_46,UCWa56z7jcbRO7gOfJtskhOg,I am getting you cannot change the array error any help,11,100.0
dashboard creation in tableau,https://www.youtube.com/watch?v=jEgVto5QME8,(Blank),UCQIMjZigvDj6tWFoMTsN5_g,jEgVto5QME8,https://www.youtube.com/watch?v=jEgVto5QME8,Tableau in Two Minutes - Tableau Basics for Beginners,MAGNUM S1,UC8NGW7ott6UySYQNpxt6bsg,this is longer than 2 minutes :)))))))),5,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,Ip3X9LOh2dk,https://www.youtube.com/watch?v=Ip3X9LOh2dk,"The determinant | Chapter 6, Essence of linear algebra",radprk,UCIIV1R7SIUR5ffL1lfAaMiQ,"This makes my assigned portions from college look DULL. None of this is going to help me in exams, but guess what, I can imagine how math works today and it is a wonderful feeling. 😊",35,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLPOTBrypY74xS3WD0G_uzqPjCQfU6IRK-,PLPOTBrypY74xS3WD0G_uzqPjCQfU6IRK-,UCCtkE-r-0Mvp7PwAvxzSdvw,ZdKnZ1xKrRA,https://www.youtube.com/watch?v=ZdKnZ1xKrRA,Coding a Decision Tree from Scratch in Python p.7: Classification,Dong Huynh,UCCGFaQ5fsxyu-MB64jMpJCg,Thank you for your time and effort and writing up the codes and explaining bit by bit very clearly. it helped me understand DT on a different level.,28,96.42857143
exploratory data analysis,https://www.youtube.com/watch?v=rr-KwIjinpM,(Blank),UCHXa4OpASJEwrHrLeIzw7Yg,rr-KwIjinpM,https://www.youtube.com/watch?v=rr-KwIjinpM,Exploratory Data Analysis With Pandas || Python Machine Learning PT.1,Panda w,UC2Q2qLKUSXfPS_mxrtqvixA,Thanks!,1,100.0
ANN Model,https://www.youtube.com/watch?v=EYeF2e2IKEo,(Blank),UCJihyK0A38SZ6SdJirEdIOw,EYeF2e2IKEo,https://www.youtube.com/watch?v=EYeF2e2IKEo,Introduction to Neural Networks with Example in HINDI | Artificial Intelligence,Tahreem riaz,UCsdzrwcME7Er9Pzh8Erk_hw,Aoa sir. Sir can you please what is mean of threshold,11,90.90909091
