topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,e50Bj7jn9IQ,https://www.youtube.com/watch?v=e50Bj7jn9IQ,"A quick trick for computing eigenvalues | Chapter 15, Essence of linear algebra",Jimmy Cerra,UCpXNWZicRCt3B8B0zi7KKUg,"Thank you! I have a Linear Algebra final exam soon, so this will help me!",15,100.0
exploratory data analysis,https://www.youtube.com/watch?v=dP170R-wO-8,(Blank),UCNU_lfiiWBdtULKOw6X0Dig,dP170R-wO-8,https://www.youtube.com/watch?v=dP170R-wO-8,How To Become Expertise in Exploratory Data Analysis,siva va,UCmCEr0ar8NDSlBtsDRF9xBA,"Krish, as Matplotlib and Seaborn are for same purpose, can you suggest one to focus",15,80.0
ANN Model,https://www.youtube.com/playlist?list=PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,UCfzlCWGWYyIQ0aLC5w48gBQ,tMrbN67U9d4,https://www.youtube.com/watch?v=tMrbN67U9d4,Neural Networks from Scratch - P.3 The Dot Product,Hesara Perera,UCkcbMuG4g9g2lymvJDknc5Q,Who needs college degrees when we have sentdex,8,87.5
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,Q81RR3yKn30,https://www.youtube.com/watch?v=Q81RR3yKn30,Regularization Part 1: Ridge (L2) Regression,CyberSinke,UCFKpc4HMiClLa7zDeHD4lXw,"Why do we assume that line obtained by Linear Regression is too steep? In this video, conveniently, test data points were all below that line, so yes, Ridge Regression reduced the variance. But those test points could with( the same probability) have ended up above the line obtained from training data. In that case Ridge Regression increases the variance. What am I missing?",63,100.0
dashboard creation in tableau,https://www.youtube.com/watch?v=jEgVto5QME8,(Blank),UCQIMjZigvDj6tWFoMTsN5_g,jEgVto5QME8,https://www.youtube.com/watch?v=jEgVto5QME8,Tableau in Two Minutes - Tableau Basics for Beginners,Ahmed Shahriar Sakib,UC99-x3JPbvjK_rPXxNZdobQ,Thank you very much,4,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,IHZwWFHWa-w,https://www.youtube.com/watch?v=IHZwWFHWa-w,"Gradient descent, how neural networks learn | Chapter 2, Deep learning",Jari Sipilainen,UCd2_BP6llMw9M6PGQ4UTQ8Q,ANSWER: programming it to do something. you can not just build robot with motors and make it find out it has wheels it can move LAUGHING OUT LOUD. you programming it to move,33,100.0
Set Theory,https://www.youtube.com/watch?v=nNLapS0zp-8,(Blank),UCKW-1xuyxtrt2NvfF4K386A,nNLapS0zp-8,https://www.youtube.com/watch?v=nNLapS0zp-8,Set Theory I BED EXAM 2022 I Concepts/Types/Questions/Solutions I Set theory by Laxmidhar Sir I,Bhagyashree Majhi,UCAuISGQlT1ocgC2KI12rQeQ,Thank you so much sir 🙏🙏 this class is very important for us please sir science ra mock test b upload karantu app re please sir 🙏,25,96.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,EuBBz3bI-aA,https://www.youtube.com/watch?v=EuBBz3bI-aA,Machine Learning Fundamentals: Bias and Variance,Aashish karn,UC_rsWtbEnq0-p42oQuBKLVA,Man I have been trying to learn this for 1 month finally I found this video no video on Internet beats this.,21,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLS025GDZpC8ytrrD1vWd-CxeYpQiXS-sJ,PLS025GDZpC8ytrrD1vWd-CxeYpQiXS-sJ,UCyKo6jAVsE0hVinzH7q-FGg,uVqy9TQOGGk,https://www.youtube.com/watch?v=uVqy9TQOGGk,EOL Decision making under risk [Lec 6],Reena More,UCG0Uc85MmrePs0Pub_hGlPA,Cost table hai ya payoff table kaise identify okay are ?,10,80.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,azXCzI57Yfc,https://www.youtube.com/watch?v=azXCzI57Yfc,StatQuest: Linear Discriminant Analysis (LDA) clearly explained.,Omaima Ettaleb,UCJGB7CFJ54EJgAZHgsnTwqA,your videos helped me a lot. Thank you so much for such a clear explanation.,15,100.0
dashboard creation in tableau,https://www.youtube.com/watch?v=jEgVto5QME8,(Blank),UCQIMjZigvDj6tWFoMTsN5_g,jEgVto5QME8,https://www.youtube.com/watch?v=jEgVto5QME8,Tableau in Two Minutes - Tableau Basics for Beginners,Half Mirror TV,UC2dPD4Q_PSeXLGpobFYdPDA,Useful Information about data analytics Thanks,6,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",Georg Mayer,UC4znxijqils4ARiwDQadUIg,Thank you always when I think I know the topic you are talking about then you give it a different insight and go into details that I never thought about. Your channel is just great.,35,100.0
Probability,https://www.youtube.com/playlist?list=PLC58778F28211FA19,PLC58778F28211FA19,UC4a-Gbdw7vOaccHmFo40b9g,Fvi9A_tEmXQ,https://www.youtube.com/watch?v=Fvi9A_tEmXQ,Probability density functions | Probability and Statistics | Khan Academy,Tim Kwan,UCL6JScqCGRqw7oiw9X_P_vg,"hm in your example I guess the lower limit of 0 to infinite prob is 1, but in general it should be negative infinity to positive infinity that gives a prob of 1",30,100.0
NLP sentiment analysis,https://www.youtube.com/watch?v=sZdIybqppqQ,(Blank),UCTiWgVtEGSY4cuduJbMPblA,sZdIybqppqQ,https://www.youtube.com/watch?v=sZdIybqppqQ,BERT NLP Tutorial 2 -  IMDB Movies Sentiment Analysis using BERT & TensorFlow 2 | NLP BERT Tutorial,Venkatesan R,UC2ZUoY65WeCbnNEk0xJYHAg,"Highly awaited tutorial and helpful learning content. Can you do some works on fine tuning approaches like NER, chatbot or others",21,90.47619048
