topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",ThePoptard,UCasVh3qrQx9D5DfiBDDcvJQ,"Why is there a need for hidden layers? Would not this just result in more variables to change because it has to back propogate all of the layer? Does it provide the system with more efficiency, and if so how?",40,97.5
exploratory data analysis,https://www.youtube.com/watch?v=kLDTbavcmd0,(Blank),UCmKaoNn0OvxVAe7f_8sXYNQ,kLDTbavcmd0,https://www.youtube.com/watch?v=kLDTbavcmd0,"Build an Exploratory Data Analysis Project from Scratch with Python, Numpy, and Pandas",Radha Raman Tiwari,UCg2bulTDO2LPw9k9t5rQJCg,Best teacher for Data scince!,5,80.0
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,CRB266Eyjkg,https://www.youtube.com/watch?v=CRB266Eyjkg,Tutorial 6-Chain Rule of Differentiation with BackPropagation,Bharath Reddy,UCZpDiY30fTNn2EuvLAjqW4g,What is the difference between gradient descent and back propagandtion,10,90.0
Decision Tree,https://www.youtube.com/watch?v=ZVR2Way4nwQ,(Blank),UC7Fs-Fdpe0I8GYg3lboEuXw,ZVR2Way4nwQ,https://www.youtube.com/watch?v=ZVR2Way4nwQ,Decision Tree Classification Clearly Explained!,Leo Lei,UCkS3sbrNtOpvx9zoL1UVJJQ,Thanks for clear explanation!,4,100.0
Set Theory,https://www.youtube.com/playlist?list=PLU6SqdYcYsfJ27O0dvuMwafS3X8CecqUg,PLU6SqdYcYsfJ27O0dvuMwafS3X8CecqUg,UC_4NoVAkQzeSaxCgm-to25A,17erhldpZ8E,https://www.youtube.com/watch?v=17erhldpZ8E,Graph Theory | Matrix Representation of Graph in Graph Theory | Discrete Mathematics By GP Sir,Karan Sharma,UCHzj9qTgkO3kTgATa24ya9w,Very underrated teacher your lectures are very helpful for engineering students.,11,100.0
Linear Regression,https://www.youtube.com/playlist?list=PL_JQUKZbOIhGbMECVnL4n3TsRQrOlmZa7,PL_JQUKZbOIhGbMECVnL4n3TsRQrOlmZa7,UC7mJy4LYuxTViV7r0LNRwRg,66ZDQj8Datw,https://www.youtube.com/watch?v=66ZDQj8Datw,Linear Regression | Class 12th | Miscellaneous Exercise - 3 | Q.1 To Q.3 | New Syllabus,Ritik Kumar Singh,UC9u9xI-T2__nv2Yg0jASRBw,Sir matrices lesson kab chalu hoga,6,83.33333333
Probability,https://www.youtube.com/playlist?list=PL8VYq471tmyKasL1E-TK8pS3anktGegWl,PL8VYq471tmyKasL1E-TK8pS3anktGegWl,UCyRKCTZf6Eh7yRZIHopAuLA,mf69NH-kFX8,https://www.youtube.com/watch?v=mf69NH-kFX8,Ex-16.3 Q-9 Class 11 ( Probability ) NCERT Math || Q9 Ex 16.3 Class 11 Math || Class 11 Ex 16.3 Q9,Gaurav bisht,UCO2rP6x-RLaHyaxNu3H-QIQ,9/2 ans 👍,1,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,g9c66TUylZ4,https://www.youtube.com/watch?v=g9c66TUylZ4,"Regression Trees, Clearly Explained!!!",Raven,UClteK9IMcNVkkgk4Li2opvQ,"Hi Josh, I have a regression question for extrapolation. Based on this super awesome video, a tree and( Random Forest) cannot produce any outputs that are out of the range of the input dataset. For example, out of 0 to 100 in the example of this video. With that in mind, could random Forest ever do regression for extrapolating outside of the range of targets in the training set?",67,98.50746269
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,UCfzlCWGWYyIQ0aLC5w48gBQ,FLZvOKSCkxY,https://www.youtube.com/watch?v=FLZvOKSCkxY,Natural Language Processing With Python and NLTK p.1 Tokenizing words and Sentences,Talk2Asap,UCdze32jrafTbfgTemyJt2QA,Hi. Thank you for the video. I have a question is NLTK considered part of machine learning or it is a statistical way of applying NLP?,26,92.30769231
ANN Model,https://www.youtube.com/playlist?list=PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,UCfzlCWGWYyIQ0aLC5w48gBQ,lGLto9Xd7bU,https://www.youtube.com/watch?v=lGLto9Xd7bU,Neural Networks from Scratch - P.2 Coding a Layer,CJ Stevens,UCTch5c8dztAh_3owQdfcvRA,Should we be creating a string every time you do the scare quotes with your fingers??,16,100.0
