topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UClb90NQQcskPUGDIXsQEz5Q,O7WbVj5apxU,https://www.youtube.com/watch?v=O7WbVj5apxU,Build Glass Website with HTML and CSS Tutorial,Afzal Mahmud Hridoy,UC2dLvuUl8Fgp8EYl6kYN7Zg,and we need another one like this. please.,8,100.0
NLP sentiment analysis,https://www.youtube.com/watch?v=2iMigWkmG6c,(Blank),UCWkh8mlJwYqhV9Qn-1NBRcw,2iMigWkmG6c,https://www.youtube.com/watch?v=2iMigWkmG6c,Sentiment Analysis Using Machine Learning and Python | Sentiment Analysis | NLP Tutorials in Hindi,Rishika jain,UCJ9R2whJX8B_P3Guh_pYqyw,Hello sir need help,4,100.0
dashboard creation in tableau,https://www.youtube.com/watch?v=6xv1KvCMF1Q,(Blank),UC7cs8q-gJRlGwj4A8OmCmXg,6xv1KvCMF1Q,https://www.youtube.com/watch?v=6xv1KvCMF1Q,How to Install Tableau and Create First Visualization | Tableau Tutorials for Beginners,Antony Glenn Gomez,UC052Ar1ccuWNytojG-rS6LA,"Words will not be able to express my grat it ute towards you for creating such a wonderful video on Tableau. Your dedication can be felt in every section of this video. When somebody gives an advice whole heartedly , the listner surely benifits from it. Dear Alex, you fill us with lots' of confidence , information and knowledge. As I have mentioned earlier words are not enough to thank you dear brother.",71,97.18309859
Probability,https://www.youtube.com/playlist?list=PLU6SqdYcYsfLRq3tu-g_hvkHDcorrtcBK,PLU6SqdYcYsfLRq3tu-g_hvkHDcorrtcBK,UC_4NoVAkQzeSaxCgm-to25A,h_GYxpuFVlw,https://www.youtube.com/watch?v=h_GYxpuFVlw,Game Theory | Game Theory Dominance Rule | Operation Research,Rishika Singh 07,UCtvfeJcvhd9Hn_ulD_83_ZA,Sir is it necessary to check all row operations first then column operation?,13,100.0
Set Theory,https://www.youtube.com/playlist?list=PLU6SqdYcYsfJ27O0dvuMwafS3X8CecqUg,PLU6SqdYcYsfJ27O0dvuMwafS3X8CecqUg,UC_4NoVAkQzeSaxCgm-to25A,wGLTV8MgLlA,https://www.youtube.com/watch?v=wGLTV8MgLlA,Discrete Mathematics | Overview & Concept Of SET Theory By Dr.Gajendra Purohit,Raghuveer Singh,UC0-tfFAdU0Q3_op8LuUxaEQ,"Sir, dynamics ke new video es kab upload karoge?",9,77.77777778
Probability,https://www.youtube.com/watch?v=8idr1WZ1A7Q,(Blank),UCYO_jab_esuFRV4b17AJtAw,8idr1WZ1A7Q,https://www.youtube.com/watch?v=8idr1WZ1A7Q,"Binomial distributions | Probabilities of probabilities, part 1",John Chessant,UC9g0x_azdSh_3CoEUQCfidA,1:22 sharpening the curve ;),3,100.0
Probability,https://www.youtube.com/playlist?list=PLC58778F28211FA19,PLC58778F28211FA19,UC4a-Gbdw7vOaccHmFo40b9g,uzkc-qNVoOk,https://www.youtube.com/watch?v=uzkc-qNVoOk,Probability explained | Independent and dependent events | Probability and Statistics | Khan Academy,Stewie Griffin,UCYe216ZC0INguw-tyCg7YTA,really nice work! explained like a boss also for german people :),11,100.0
Set Theory,https://www.youtube.com/watch?v=enHai1y5Knc,(Blank),UCEg3PHVR0vt3azbs_Qk_6cw,enHai1y5Knc,https://www.youtube.com/watch?v=enHai1y5Knc,Sets | CBSE Class 11 Maths Chapter 1 | Complete Lesson in ONE Video,NIDHI SINGH,UC_v6xsntpVx16SGjeSRq4Sw,I really loved the way of your teaching. It is awesome.,11,100.0
Set Theory,https://www.youtube.com/watch?v=WbWlUUkjJVQ,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,WbWlUUkjJVQ,https://www.youtube.com/watch?v=WbWlUUkjJVQ,Sets Class 11 |  Maths Chapter 1 | Concept/Types/Questions/Solutions/Concept/Represention/Super Set,Naval Singh,UCM437h9biBg2_uZBGtFQCjw,Sir white board pr hi pdhavo,6,83.33333333
Set Theory,https://www.youtube.com/watch?v=WbWlUUkjJVQ,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,WbWlUUkjJVQ,https://www.youtube.com/watch?v=WbWlUUkjJVQ,Sets Class 11 |  Maths Chapter 1 | Concept/Types/Questions/Solutions/Concept/Represention/Super Set,Gatts Editz,UCdbIX_7IQHFIUnFuFelbY0A,We want more vedios of this series 😭😭,7,85.71428571
