topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Linear Regression,https://www.youtube.com/watch?v=zPG4NjIkCjc,(Blank),UClD8c_piy1nrJySPJUgyivg,zPG4NjIkCjc,https://www.youtube.com/watch?v=zPG4NjIkCjc,An Introduction to Linear Regression Analysis,Zena Samy,UCzeQvdx1QPWy20V1K6p6aEA,"I do not understand why people could dislike this video, However Thank you so much it is really helpful.",19,100.0
Set Theory,https://www.youtube.com/watch?v=WbWlUUkjJVQ,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,WbWlUUkjJVQ,https://www.youtube.com/watch?v=WbWlUUkjJVQ,Sets Class 11 |  Maths Chapter 1 | Concept/Types/Questions/Solutions/Concept/Represention/Super Set,Anshu Gautam,UCS1Dx9nAgO7vX-LraIxkx_A,Sir maths chapter full6 concept Best exp lation ak video bna do 🙏🙏🙏🙏,12,91.66666667
Decision Tree,https://www.youtube.com/playlist?list=PLKnIA16_RmvYGY_n9PP8zN-0LG9MoZRjU,PLKnIA16_RmvYGY_n9PP8zN-0LG9MoZRjU,UCCWi3hpnq_Pe03nGxuS7isg,o8GE4s-jcdg,https://www.youtube.com/watch?v=o8GE4s-jcdg,Hyper-parameter Tuning using GridSearchCV | Decision Trees Part 8,Binary Star,UCxjopg3cXS8rcrHZ0PjLDcA,I never understood the gridsearchCV so well✨♥️,7,85.71428571
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,tIeHLnjs5U8,https://www.youtube.com/watch?v=tIeHLnjs5U8,"Backpropagation calculus | Chapter 4, Deep learning",the adai,UCgNKhOuCtXOQ3JEeUGdj7EQ,Really helpful!,2,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,UCNU_lfiiWBdtULKOw6X0Dig,W-YCKMNTcqE,https://www.youtube.com/watch?v=W-YCKMNTcqE,Live Day 1- Exploratory Data Analysis And Stock Analysis With Time series Data,PRAJAKTA WARGHAT,UCy8jpmHxIVZ_hWoyUeuBNUQ,Firstly Thank you so much sir for al In 😌 this video we are not able to increase quality of video as it is showing unavailable due to this reason it is blurred,32,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,UCfzlCWGWYyIQ0aLC5w48gBQ,FLZvOKSCkxY,https://www.youtube.com/watch?v=FLZvOKSCkxY,Natural Language Processing With Python and NLTK p.1 Tokenizing words and Sentences,Gopika Nair,UCzVi_GkKd9Ol_TXC394G3wg,I Love you. Will you marry me? So that I can Learn easily P:,14,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,FgakZw6K1QQ,https://www.youtube.com/watch?v=FgakZw6K1QQ,"StatQuest: Principal Component Analysis (PCA), Step-by-Step",Mack R,UCnIkCZZbYingkhJsW78-aHQ,Each and every word in this video is damn important and meaningful. It nearly took me 2 hours to watch this video and definitely worth it. BAM!,26,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,8b1JEDvenQU,https://www.youtube.com/watch?v=8b1JEDvenQU,XGBoost Part 2 (of 4): Classification,vijay krishna,UCedCRXO1ONKbOgQ954XBt2A,"Must watch videos Just . a small question why , do we need both cover and gamma for pruning?",17,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,PFDu9oVAE-g,https://www.youtube.com/watch?v=PFDu9oVAE-g,"Eigenvectors and eigenvalues | Chapter 14, Essence of linear algebra",aditya raj,UCdncweWcD77zS_rR2dksRyg,please extend this series,4,100.0
Linear Regression,https://www.youtube.com/watch?v=45ryDIPHdGg,(Blank),UC4JX40jDee_tINbkjycV4Sg,45ryDIPHdGg,https://www.youtube.com/watch?v=45ryDIPHdGg,Python Machine Learning Tutorial #2 - Linear Regression p.1,Tobi Omahal,UCGCkmBJ6mZ7O8WnIedrdotg,I am getting a errors when I try to print nvm update figured it out,15,93.33333333
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,g9c66TUylZ4,https://www.youtube.com/watch?v=g9c66TUylZ4,"Regression Trees, Clearly Explained!!!",Vishal Verma,UC7CmgA7ZL9n9u5IpljxHAIA,I have almost never commented or liked any videos on youtube but you are the one who made me proud to like your videos. you have beaten up all those paid and much marketed course on machine learning and statistics A very thank you josh Starmer and to be honest those bams do stick into peoples' head no lie.,59,94.91525424
