topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,eu6i7WJeinw,https://www.youtube.com/watch?v=eu6i7WJeinw,"Cross products | Chapter 10, Essence of linear algebra",Niko Yochum,UCnKy4dHrw4bjqRvAhFB8lOg,"7:16 laughing out loud, I always have put my unit vectors on the top row when computing cross products",18,100.0
Decision Tree,https://www.youtube.com/playlist?list=PL4gu8xQu0_5JBO1FKRO5p20wc8DprlOgn,PL4gu8xQu0_5JBO1FKRO5p20wc8DprlOgn,UCPi23Ql765_5smMj2-r0X4g,c8NZHiEZBtY,https://www.youtube.com/watch?v=c8NZHiEZBtY,#2. How to plot ROC Curve | False Positive Rate  |True Positive Rate in data mining by Mahesh Huddar,Pradeep Paladi,UCXxIaOJV3hTWQk3e_PIgy7g,Hi Just wanted to know if there is any possibility of getting the AUC score less than 0.5 in real world problems.,21,95.23809524
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,TgKwz5Ikpc8,https://www.youtube.com/watch?v=TgKwz5Ikpc8,"Abstract vector spaces | Chapter 16, Essence of linear algebra",Nahsor,UCNLn_lN2NnWL8Q0vsugdoUQ,Please can you make a series on quantum computation,9,100.0
ANN Model,https://www.youtube.com/playlist?list=PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1,PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1,UCtYLUTtgS3k1Fg4y5tAhLbw,sDv4f4s2SB8,https://www.youtube.com/watch?v=sDv4f4s2SB8,"Gradient Descent, Step-by-Step",Ashoka Choudhury Bhattacharya,UCL5uVvmOifoNHxOvsJerFDg,"Very good explanation, please check the derivative with respect to the slope at 19:30 instant",14,100.0
Probability,https://www.youtube.com/playlist?list=PLU6SqdYcYsfLRq3tu-g_hvkHDcorrtcBK,PLU6SqdYcYsfLRq3tu-g_hvkHDcorrtcBK,UC_4NoVAkQzeSaxCgm-to25A,MPM_KgaXij0,https://www.youtube.com/watch?v=MPM_KgaXij0,Game Theory | Two Person Zero Sum Game | Mixed Strategy Game Theory | Operation Research,Navya saxena,UCE7oW4RAm4lOu6ZTzl_jHfw,"Thank you so much sir for your teaching its, really helpful to me",13,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLEny7y9mZcaxFAyivwT2nwIEvfHAzFdX9,PLEny7y9mZcaxFAyivwT2nwIEvfHAzFdX9,UCBa5G_ESCn8Yd4vw5U-gIcg,jGwO_UgTS7I,https://www.youtube.com/watch?v=jGwO_UgTS7I,"Stanford CS229: Machine Learning Course, Lecture 1 - Andrew Ng (Autumn 2018)",Cielo,UCO4DhD8uUl08XGXpw3djl1g,"Amazing. Also,",2,100.0
Probability,https://www.youtube.com/watch?v=qYqS5Ib7TxA,(Blank),UCEg3PHVR0vt3azbs_Qk_6cw,qYqS5Ib7TxA,https://www.youtube.com/watch?v=qYqS5Ib7TxA,Probability | Class 11 Maths,Iqbal Faridi,UCVrxg6f9HHA5QZ8jtXGPStw,Ap stats ni par hat I ? 🤧 main int izar kr ri thi okay dependent and independent events kb aye ga ? 😓,20,85.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PL6_D9USWkG1AQj56AYY2Lj2hV4z7NuoeD,PL6_D9USWkG1AQj56AYY2Lj2hV4z7NuoeD,UCxNzLV0gP8nuOZcSfyc0hsg,udHOJ2hMS0E,https://www.youtube.com/watch?v=udHOJ2hMS0E,Tableau LOD Level of Detail Expressions Complete Tutorial with Examplse and Exercises,Ramesh Ch,UCE1S8GqHWYRPcTIXvQd4PqA,"I cannot thank you enough for taking the effort and time to create this video, your explanation is very clean and easy to understand thanks . for sharing.♥️🙂",27,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,YtebGVx-Fxw,https://www.youtube.com/watch?v=YtebGVx-Fxw,Entropy (for data science) Clearly Explained!!!,Forrest Hu,UCRV9Whg53GqfTMUF0NNdtTg,This is the BEST version of the explanation about entropy.,10,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,UCfzlCWGWYyIQ0aLC5w48gBQ,FLZvOKSCkxY,https://www.youtube.com/watch?v=FLZvOKSCkxY,Natural Language Processing With Python and NLTK p.1 Tokenizing words and Sentences,Carlos Venegas,UCnLXT0F3huvyNSPuwG6yOuA,"First of all thanks for your great tutorial about NLTK, I have a question, how can I configure NLTK if I want to use it in another language??",28,92.85714286
