topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,PFDu9oVAE-g,https://www.youtube.com/watch?v=PFDu9oVAE-g,"Eigenvectors and eigenvalues | Chapter 14, Essence of linear algebra",John Jawaratnam,UC_oX5SKlPP7ulh5RzuXcRGg,"You would be surprised and possibly amused to know that I have a graduate degree in math and electrical engineering at a top school with a 4.0 GPA and I do not think I have ever fully understand this. until now. This video series is literally the best on the net. The graphical applications done using python are phenomenal. I am blown away. And yeah it is definitely leagues above any of the competing sites which I will not mention by name. Blue Brown 3 1 , you are amazing. Please make more linear algebra videos.",92,98.91304348
ANN Model,https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO,PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO,UCh9nVJoWXmFb7sLApWGcLPQ,LfnrRPFhkuY,https://www.youtube.com/watch?v=LfnrRPFhkuY,"Simple Explanation of LSTM | Deep Learning Tutorial 36 (Tensorflow, Keras & Python)",shaik suleman,UC6FtN00luFCq_0QRtd8Vn-A,you and krish are eyes of data science Teaching . should be in the blood. Your teaching has no more questions Those . who are dislike are like finding the color of water,31,96.77419355
classification in machine learning,https://www.youtube.com/playlist?list=PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,UCyHta2dyCTkf29AB67AYn7A,CV9PE3iTjPI,https://www.youtube.com/watch?v=CV9PE3iTjPI,Ensemble Method : Boosting ll Machine Learning Course Explained in Hindi,Radha Singh,UCkQR_mBHAs4sn6p78PL9ywg,Your sweat shows that you are really working so hard to deliver such amazing content!!,15,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,IHZwWFHWa-w,https://www.youtube.com/watch?v=IHZwWFHWa-w,"Gradient descent, how neural networks learn | Chapter 2, Deep learning",Łukasz Gosiewski,UCddz9Emf0tZY_ZO5VL1aPFg,"I am wondering about one thing. You are telling around 12:13 that particular numbers of gradient vector tells us which of inputs is more or less important than the others. Is not this just half of the truth? For me, it just tells us, which of the inputs has the biggest mistake.",51,100.0
Linear Regression,https://www.youtube.com/watch?v=E5RjzSK0fvY,(Blank),UCkw4JCwteGrDHIsyIIKo4tQ,E5RjzSK0fvY,https://www.youtube.com/watch?v=E5RjzSK0fvY,Linear Regression Algorithm | Linear Regression in Python | Machine Learning Algorithm | Edureka,Sathyaseelan C,UCRc5begjPpT0tyfOWf0yzgg,It was very nice and easily understandable thank . you,9,100.0
Decision Tree,https://www.youtube.com/watch?v=dGNJ-feQLC4,(Blank),UCNU_lfiiWBdtULKOw6X0Dig,dGNJ-feQLC4,https://www.youtube.com/watch?v=dGNJ-feQLC4,Live Day 4- Discussing Decision Tree And Ensemble Machine Learning Algorithms,Kulbhushan Singh,UCYE135n-zV2fTptR_gCvGGg,with audio 2:54,2,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UClb90NQQcskPUGDIXsQEz5Q,O7WbVj5apxU,https://www.youtube.com/watch?v=O7WbVj5apxU,Build Glass Website with HTML and CSS Tutorial,Joseph Belhadj,UCZxP6A0FJqfUORcyqLMBWFQ,Hello ed your great and awesome can you make a video about django please. Thank you so much,18,94.44444444
Probability,https://www.youtube.com/playlist?list=PLU6SqdYcYsfLRq3tu-g_hvkHDcorrtcBK,PLU6SqdYcYsfLRq3tu-g_hvkHDcorrtcBK,UC_4NoVAkQzeSaxCgm-to25A,raySzcgcBFk,https://www.youtube.com/watch?v=raySzcgcBFk,Poisson Distribution | Poisson Distribution Examples with  Solutions,Harsh vardhan sharma,UCn0qSE1cg-WOslezSuYey2g,Too fast,2,100.0
Linear Regression,https://www.youtube.com/playlist?list=PLvxOuBpazmsND0vmkP1ECjTloiVz-pXla,PLvxOuBpazmsND0vmkP1ECjTloiVz-pXla,UCiHi6xXLzi9FMr9B0zgoHqA,xc_X9GFVuVU,https://www.youtube.com/watch?v=xc_X9GFVuVU,Leverage and Influential Points in Simple Linear Regression,Varun m s,UCgAZHu9UefXRR6JolkzRxBQ,Really well explained all the videos . I didn not understood most of it in lecture but your videos made very easy to understand.,23,95.65217391
Probability,https://www.youtube.com/watch?v=mYbdGLnTd4c,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,mYbdGLnTd4c,https://www.youtube.com/watch?v=mYbdGLnTd4c,Probability Trick | Probability Aptitude Tricks | Probability DSSSB/CLASS 10/CLASS 12/Short Trick,Vinod ji,UCNNLqBOLJnsZY3j1r3otXzA,Card and pase wala video,5,80.0
