topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
classification in machine learning,https://www.youtube.com/playlist?list=PLeo1K3hjS3uvaRHZLl-jLovIjBP14QTXc,PLeo1K3hjS3uvaRHZLl-jLovIjBP14QTXc,UCh9nVJoWXmFb7sLApWGcLPQ,kwKfWBb6frs,https://www.youtube.com/watch?v=kwKfWBb6frs,Data Science & Machine Learning Project - Part 3 Data Cleaning | Image Classification,RISHABH JAIN,UCfRhfWSxaumn_zJ35vbixEg,"sir getting error on faces face = cascade detect Multi Scale gray . ( , 1.3, 5) faces error: OpenCV(4.4.0) CUsersapveyorApDataLocalTempip:\\\\\\1\ req build pojopencvmodulesobjdetectsrcascadedetectcp71670\\\\\.:1689: error: ( Assertion215: failed) empty!() in function cvCascadeClasifierdetectMultiScale'::::'",25,84.0
Probability,https://www.youtube.com/watch?v=3GyqizKZfUs,(Blank),UCuWuAvEnKWez5BUr29VpwqA,3GyqizKZfUs,https://www.youtube.com/watch?v=3GyqizKZfUs,11:00 AM - SSC/Railway/Defence Exams | Maths by Sahil Khandelwal | Probability (Part-3),Gayatri Gawali,UC-xHBtLw5um0SjkNwoRW1Fw,"hello sir, I got the solution for following problem Problem: an urn contains 2 red 3 green and 2 Blue Balls if two balls are drawn at random then find the probability that no ball is blue scenario: while solving we get 10/21 by first method and was getting different answer for second method I solve above problem, please find solution below: 1 cc21*51 + c22 / c72 ans: 10/21",62,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",Varun Deshpande,UC2XdyMfGpjqKU1REfblPfTw,By far the best explanation I have ever seen on this particular topic. Thanks❤,14,100.0
Set Theory,https://www.youtube.com/watch?v=tyDKR4FG3Yw,(Blank),UCGYSfZbPp3BiAFs531PBY7g,tyDKR4FG3Yw,https://www.youtube.com/watch?v=tyDKR4FG3Yw,INTRODUCTION to SET THEORY - DISCRETE MATHEMATICS,Feeba,UCdDSmMaOfs6unpMJNUAD0Tw,think I am going to end up withdrawing from this course and switching majors man this stuff just does not click for me,23,100.0
Probability,https://www.youtube.com/playlist?list=PL8VYq471tmyKasL1E-TK8pS3anktGegWl,PL8VYq471tmyKasL1E-TK8pS3anktGegWl,UCyRKCTZf6Eh7yRZIHopAuLA,PtMxwFUm_RE,https://www.youtube.com/watch?v=PtMxwFUm_RE,Ex-16.1 Q-1 to 4 Class 11 ( Probability ) NCERT Math || Q1 to 4 Ex 16.1 Class 11 Math ||,Tech Originals,UC5KhThF0Y0CwU1Sp9jDGnuQ,"Genuine , thank you! so much",5,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLvB8x1lYghmRiREawP-cbOYHm8jgH4OeM,PLvB8x1lYghmRiREawP-cbOYHm8jgH4OeM,UCsvqVGtbbyHaMoevxPAq9Fg,6WpnxmmkYys,https://www.youtube.com/watch?v=6WpnxmmkYys,Natural Language Processing (NLP) Tutorial | Data Science Tutorial | Simplilearn,Yogesh Bhilare,UCQAZzHeFJl9CnejjIv7nLkA,Nice Video! Could you please send the data and presentation slides on,12,100.0
exploratory data analysis,https://www.youtube.com/watch?v=v2oNWja7M2E,(Blank),UC8uU_wruBMHeeRma49dtZKA,v2oNWja7M2E,https://www.youtube.com/watch?v=v2oNWja7M2E,Beginner to Pro FREE Excel Data Analysis Course,Ramesh Ragupathy,UCkkqRFYrdGrXBEgsV7hzVnw,Its the best of the best analysis,7,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,Etksi-F5ug8,https://www.youtube.com/watch?v=Etksi-F5ug8,Tutorial 21- What is Convolution operation in CNN?,Maxotaur,UCC0jR3maXThPizDMuergyPw,Excellent explanation. Made a complex issue seem relatable.,8,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,UCfzlCWGWYyIQ0aLC5w48gBQ,eObouMO2qSE,https://www.youtube.com/watch?v=eObouMO2qSE,Sentiment Analysis Module - Natural Language Processing With Python and NLTK p.19,Vinayak Bansal,UCygrbWjfETl6l1u5c6MedMg,I pickled them in 6 minutes v: D:,7,100.0
Linear Regression,https://www.youtube.com/playlist?list=PLF596A4043DBEAE9C,PLF596A4043DBEAE9C,UClD8c_piy1nrJySPJUgyivg,JvS2triCgOY,https://www.youtube.com/watch?v=JvS2triCgOY,How to calculate linear regression using least square method,Prasanta Karmakar,UCdrQlNBuFsJatBnCWFZl68A,"I never understand this before in this way God , . sends some special persons to guide all the other persons You are . ' one of them special one. Thanks a lot Please . share your efforts to do some good in our life. Thank You.",42,100.0
Linear Algebra,https://www.youtube.com/watch?v=JnTa9XtvmfI,(Blank),UC8butISFwT-Wl7EV0hUK0BQ,JnTa9XtvmfI,https://www.youtube.com/watch?v=JnTa9XtvmfI,Linear Algebra - Full College Course,Pedro Giglio,UCmxiueReVS_huoG0aqtrJmQ,I do not even get 1 plus 1 right ! This is insane.,10,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,OtD8wVaFm6E,https://www.youtube.com/watch?v=OtD8wVaFm6E,XGBoost Part 1 (of 4): Regression,Guoshen Li,UCtlpxG5XzbrAmo5KvhH-MiQ,"I am a graduate student at Duke, since some of the materials are not covered in the class, I always watch your videos to boost my knowledge. Your videos help me a lot in learning the concepts of these tree models!! Great thanks to you!!!!! You make a lot of great videos and contribute a lot in online learning!!!!",59,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,UCNU_lfiiWBdtULKOw6X0Dig,3gfhbXt9TcQ,https://www.youtube.com/watch?v=3gfhbXt9TcQ,Discussing All The Types Of Feature Transformation In Machine Learning,ASHIQ HUSSAIN KUMAR,UCb10AlD4QJkmZiKbWvykyNA,To be honest I do not prefer any lecture series except no problem tel . But seeing your 20 25 I personally feel this channel is a better resource for practical implementation of ML. Initially I did not subscribe because I felt your profile is looking young and you might not be knowing the way you taught 😁😁😁. Subscribed Thanks to you and to No problem tel,63,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,7VeUPuFGJHk,https://www.youtube.com/watch?v=7VeUPuFGJHk,StatQuest: Decision Trees,Per Starke,UCG2Ndo4IEH8Fa0oIv2FBRMA,"I started to desperately often say BAM"""" in my day to day life after watching your videos. Dinner is ready BAM ! I made cinnamon buns DOUBLE BAM! It is weekend tomorrow and we are going to sleep 9 hours tonight! TRIPLE BAM",41,100.0
