topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,7VeUPuFGJHk,https://www.youtube.com/watch?v=7VeUPuFGJHk,StatQuest: Decision Trees,444haluk,UCCZWNB0Wt0gan9sFZu0vbQw,I am slightly less than awesome.,6,100.0
NLP sentiment analysis,https://www.youtube.com/watch?v=Y_hzMnRXjhI,(Blank),UC0rqucBdTuFTjJiefW5t-IQ,Y_hzMnRXjhI,https://www.youtube.com/watch?v=Y_hzMnRXjhI,Training a model to recognize sentiment in text (NLP Zero to Hero - Part 3),John Valgon,UCreHqhWshBjmelWSSpqbpig,Really thank you,3,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLU6SqdYcYsfJOGZdxUpDk3w9o-w94-RoG,PLU6SqdYcYsfJOGZdxUpDk3w9o-w94-RoG,UC_4NoVAkQzeSaxCgm-to25A,ccaHV-ukK2o,https://www.youtube.com/watch?v=ccaHV-ukK2o,Rank Of Matrix | How to find Rank of Matrix | MATRICES | Linear Algebra,Chandra Prakash Yadav,UCeYIk1-AHEfeYo92IS7rRQQ,"I think, that after getting the echelon form we can direct write the normal form. So there is no need to apply further column transformations further.",26,100.0
Linear Algebra,https://www.youtube.com/watch?v=rowWM-MijXU,(Blank),UCpCSAcbqs-sjEVfk_hMfY9w,rowWM-MijXU,https://www.youtube.com/watch?v=rowWM-MijXU,The Applications of Matrices | What I wish my teachers told me way earlier,George Craig,UCxs-0ghy8hDwb84KUZZrLCQ,Thanks for the blue brown 3 1 recommendation. I will check that out next.,12,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLUgZaFoyJafhVjpOIS4_fhuLaqQgsU9Cs,PLUgZaFoyJafhVjpOIS4_fhuLaqQgsU9Cs,UC2XO4HDxzfMOZIV1l795g1Q,6mXYhuDEPd0,https://www.youtube.com/watch?v=6mXYhuDEPd0,Discrimnant Analysis in SAS with PROC DISCRIM,Advanced Analytics / Big Data / Data Science,UCXe2Qc2cdVj0N2n-_MDE4ng,S AS PROC DISCRIM can be used to create the Machine Learning Classification Model. S AS has probably supported this for 30 years.,22,95.45454545
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLMbGQrGl-0EsQx3_4SyiAgdfkhg-8Tej2,PLMbGQrGl-0EsQx3_4SyiAgdfkhg-8Tej2,UCWDop3GkezozsmVWS7-ACpw,wLuQ8eoe6lQ,https://www.youtube.com/watch?v=wLuQ8eoe6lQ,How to create Route using Spatial Functions in Tableau |MakePoint |MakeLine |Distance| Tableau Map,The faith,UCDPRJUdo-dG21aAfDk6Yvvw,Please make a tutorial to make color palettes in Tableau,10,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,oRvgq966yZg,https://www.youtube.com/watch?v=oRvgq966yZg,StatQuest: PCA - Practical Tips,Nico Müller,UCLTX5VnuHAc2-TTozIxHvyQ,for. me? Love,3,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,TgKwz5Ikpc8,https://www.youtube.com/watch?v=TgKwz5Ikpc8,"Abstract vector spaces | Chapter 16, Essence of linear algebra",Arturo Medina,UCeaD-JNqQFDheYxx61bXj3A,Simply wonderful.,2,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,UCNU_lfiiWBdtULKOw6X0Dig,jCrgzJlxTKg,https://www.youtube.com/watch?v=jCrgzJlxTKg,Sequence To Sequence Learning With Neural Networks| Encoder And Decoder In-depth Intuition,Altu Faltu,UC9OqGMSI6FbCSQ8heNRVZFw,Sir can you please make video on inference model for encoder and decoder with attention model,16,100.0
Decision Tree,https://www.youtube.com/watch?v=atw7hUrg3_8,(Blank),UCGFNZxMqKLsqWERX_N2f08Q,atw7hUrg3_8,https://www.youtube.com/watch?v=atw7hUrg3_8,Decision Tree with Solved Example in English | DWM | ML | BDA,Atharva Nimbalkar,UCCCInAXL0NGuqBfyhkDyAsw,"1:13 Un kids "" """,2,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,UCNU_lfiiWBdtULKOw6X0Dig,ioN1jcWxbv8,https://www.youtube.com/watch?v=ioN1jcWxbv8,Advance House Price Prediction- Exploratory Data Analysis- Part 1,Yash Sharma,UCmwHZeD-1G7KOhl3LMcfCdQ,"Hello sir, I am a big fan of your work but I have a question. The data science project does not start with the question. LIke Business problem Data> extraction then> all the mention parts in the youtube. Please help me to understand this thanks Yash Sharma",47,93.61702128
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,JkeiEYkLEvM,https://www.youtube.com/watch?v=JkeiEYkLEvM,Tutorial 2- How does Neural Network Work,MrGreen,UCYlwu6S45TL9KA926FieJsQ,Very clear and comprehensive presentation,5,100.0
Linear Regression,https://www.youtube.com/watch?v=E5RjzSK0fvY,(Blank),UCkw4JCwteGrDHIsyIIKo4tQ,E5RjzSK0fvY,https://www.youtube.com/watch?v=E5RjzSK0fvY,Linear Regression Algorithm | Linear Regression in Python | Machine Learning Algorithm | Edureka,Saurabh988951 Saurabh,UCTANX7Nv_vn6p2fhRsZ2cAA,Great job nice explaination! 👌 Thank you so much. please explain the code with more details 🙏🙏,15,93.33333333
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,e50Bj7jn9IQ,https://www.youtube.com/watch?v=e50Bj7jn9IQ,"A quick trick for computing eigenvalues | Chapter 15, Essence of linear algebra",Lord Spongebob of House Squarepants,UCFbZuvMyWvGPpcTzoUNFelQ,I have been using this method ever since I was asked to prove the identity in a test. This method is pretty cool,23,100.0
exploratory data analysis,https://www.youtube.com/watch?v=zqhC7MdOrjc,(Blank),UCObs0kLIrDjX2LLSybqNaEA,zqhC7MdOrjc,https://www.youtube.com/watch?v=zqhC7MdOrjc,EDA with Python Full Course in Hindi | Exploratory Data Analysis (EDA) Using Python | Great Learning,Bikon Kumar Das,UCRALdyuMwZKb-ByTnHuvAXQ,Loved it,2,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UClb90NQQcskPUGDIXsQEz5Q,O7WbVj5apxU,https://www.youtube.com/watch?v=O7WbVj5apxU,Build Glass Website with HTML and CSS Tutorial,save modred,UCcdto6SotuuLZgyM6tO50oA,Ed have you considered doing comedy at some point 🤣🤣🤣 the way you make me forget that this is coding and laugh laughing out loud you are highly skilled with hum your to it too,34,100.0
Linear Regression,https://www.youtube.com/watch?v=8PJ24SrQqy8,(Blank),UC2nvtxeY_rJLnlJKEg-J82g,8PJ24SrQqy8,https://www.youtube.com/watch?v=8PJ24SrQqy8,Linear Regression,Amod: History & Religions,UC2dKaqZimpWIXoAmDNyPRRQ,is the link where I summarized my understanding on machine learning while watching such videos. Hope this page helps the viewers of this channel.,24,100.0
ANN Model,https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO,PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO,UCh9nVJoWXmFb7sLApWGcLPQ,Q2NtCcqmIww,https://www.youtube.com/watch?v=Q2NtCcqmIww,Word2Vec Part 2 | Implement word2vec in gensim |  | Deep Learning Tutorial 42 with Python,oyun trendi,UCxfnnExCpiYZ0gGfWo5yRyw,"You guys are so funny, read about the RJVX13 algorithm and the FBC fund",14,85.71428571
exploratory data analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,PLZoTAELRMXVPQyArDHyQVjQxjj_YmEuO9,UCNU_lfiiWBdtULKOw6X0Dig,wR4Xfwjr-3Y,https://www.youtube.com/watch?v=wR4Xfwjr-3Y,Advance House Price Prediction- Exploratory Data Analysis- Part 2,Hanman,UCoPD-lERs62Syfv98hRt02w,"Hi Sir, This is the good video. Thanks for sharing. I have requirement where I have categories variables like 25 to 100 unique categories ? what is the best approach to solve them. If you want to give explain over a phone please call me on 9010652782.",43,100.0
Linear Algebra,https://www.youtube.com/watch?v=ccaHV-ukK2o,(Blank),UC_4NoVAkQzeSaxCgm-to25A,ccaHV-ukK2o,https://www.youtube.com/watch?v=ccaHV-ukK2o,Rank Of Matrix | How to find Rank of Matrix | MATRICES | Linear Algebra,Dinesh kumar,UCJHFmdnZzGp5vPRFgX-5bWA,In Problem 6 a very short mistek,6,83.33333333
exploratory data analysis,https://www.youtube.com/playlist?list=PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,UCNU_lfiiWBdtULKOw6X0Dig,W-YCKMNTcqE,https://www.youtube.com/watch?v=W-YCKMNTcqE,Live Day 1- Exploratory Data Analysis And Stock Analysis With Time series Data,Prithwish Chakraborty,UCxCoey0HM7B2TomdeWOMqWg,Sir 1 complain if viewing from mobile device your coding cannot be seen due to subtitles,15,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,UCNU_lfiiWBdtULKOw6X0Dig,H6du_pfuznE,https://www.youtube.com/watch?v=H6du_pfuznE,Stock Price Prediction And Forecasting Using Stacked LSTM- Deep Learning,Yaswanth Bangaru,UCoRsDzuxcrfp7P1SZxR8xxA,Are not you supposed to apply the Min Max scaler after the train split? I believe what you did might result in a data leak.,25,100.0
Linear Algebra,https://www.youtube.com/watch?v=kYB8IZa5AuE,(Blank),UCYO_jab_esuFRV4b17AJtAw,kYB8IZa5AuE,https://www.youtube.com/watch?v=kYB8IZa5AuE,"Linear transformations and matrices | Chapter 3, Essence of linear algebra",원형석,UCqHnVzK3maAu4KQTNWQ7hFQ,"6:20 > Matrices"" are transformation of the space.""",6,100.0
Decision Tree,https://www.youtube.com/watch?v=_L39rN6gz7Y,(Blank),UCtYLUTtgS3k1Fg4y5tAhLbw,_L39rN6gz7Y,https://www.youtube.com/watch?v=_L39rN6gz7Y,"Decision and Classification Trees, Clearly Explained!!!",yogita adari,UC7g0Ju-NhvOXnVb4MnhXyHA,"came here after watching the heart disease video( the st1 one), let me be completely honest; I found the previous one a bit tricky PS(: me a complete beginner) but this video is for absolutely no pre requisite beginners. Now my dumb brain understood thisyay. ?!! XD",46,93.47826087
exploratory data analysis,https://www.youtube.com/watch?v=wwsizzg6UjU,(Blank),UCvZnwzmc3m1Eush-Or8Z6DA,wwsizzg6UjU,https://www.youtube.com/watch?v=wwsizzg6UjU,Practical Statistics for Data Scientists - Chapter 1 - Exploratory Data Analysis,李立峰,UCHI__Ap2lgQrFGvj-lihrVQ,"ie.. is that"" is"" eg.. is example""""",7,85.71428571
ANN Model,https://www.youtube.com/watch?v=kLaYXKqJBFw,(Blank),UCyHta2dyCTkf29AB67AYn7A,kLaYXKqJBFw,https://www.youtube.com/watch?v=kLaYXKqJBFw,Artificial Neural Network (ANN) Detailed Explanation in Hindi,Soyeb Qureshi,UCcUrxP6GrLPabVmFoqAfSeA,Agar mein data science mein is ko use krta hu to kese,12,83.33333333
Linear Algebra,https://www.youtube.com/playlist?list=PL49CF3715CB9EF31D,PL49CF3715CB9EF31D,UCEBb1b_L6zDS3xTUrIALZOw,Go2aLo7ZOlU,https://www.youtube.com/watch?v=Go2aLo7ZOlU,33. Left and Right Inverses; Pseudoinverse,Neo Neo,UCxBU1ErAWz5mWkXofolfLhA,One to One 24:00,3,100.0
ANN Model,https://www.youtube.com/playlist?list=PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1,PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1,UCtYLUTtgS3k1Fg4y5tAhLbw,sDv4f4s2SB8,https://www.youtube.com/watch?v=sDv4f4s2SB8,"Gradient Descent, Step-by-Step",raa__va,UCxvkFEKAzZwHKDR4syVutdA,"Hey Josh, could you remind me again where 0.64 came from? I see that we took a random value for intercept and then kept changing it . that makes sense. But how did we know of 0.64 . I believe this is the gradient for the best"" fit line"" given the data and hen again if that is the case then how did we find this best"" fit line and "" therefore its gradient. Thank you in advance!!!!!",73,100.0
Probability,https://www.youtube.com/playlist?list=PLC58778F28211FA19,PLC58778F28211FA19,UC4a-Gbdw7vOaccHmFo40b9g,Fvi9A_tEmXQ,https://www.youtube.com/watch?v=Fvi9A_tEmXQ,Probability density functions | Probability and Statistics | Khan Academy,ibrahim abokhalil,UCHBtvhZX7gsQLrt6Jypb1Sg,I hope it will be translated into Arabic,8,100.0
NLP sentiment analysis,https://www.youtube.com/watch?v=dyN_WtjdfpA,(Blank),UCirPbvoHzD78Lnyll6YYUpg,dyN_WtjdfpA,https://www.youtube.com/watch?v=dyN_WtjdfpA,Sentiment Analysis Python - 1 -  Introduction to Emotion Analysis  (NLP),Usama Iftikhar Butt,UCBLJy-IzwLY3gkrNQI8yABA,please upload 2 3 videos weekly,4,100.0
