topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Linear Regression,https://www.youtube.com/watch?v=8jazNUpO3lQ,(Blank),UCh9nVJoWXmFb7sLApWGcLPQ,8jazNUpO3lQ,https://www.youtube.com/watch?v=8jazNUpO3lQ,Machine Learning Tutorial Python - 2: Linear Regression Single Variable,Biswajit Mahato,UCsJSKmHyzO43z4r8MEWuekg,"awesome explained, thanks a lot.",5,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,UCNU_lfiiWBdtULKOw6X0Dig,cGez1q4iOFU,https://www.youtube.com/watch?v=cGez1q4iOFU,Live Day 2-Live Session On EDA And Feature Engineering- Black Friday Dataset,Siva Sundaram S R,UC_Xp1-GerEUqkjlHI3p51yg,"Hi A doubt, here on fixing City Category, why are we using get dummies func?, why not a condition with map func to assign values as we did for Age or Gender variables",33,93.93939394
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,uQhTuRlWMxw,https://www.youtube.com/watch?v=uQhTuRlWMxw,"Inverse matrices, column space and null space | Chapter 7, Essence of linear algebra",Ritik kumar,UCMwWJ9cRa9JZcMHwCbKI8Xg,a course on probability please,5,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,VpSLtKiPhLM,https://www.youtube.com/watch?v=VpSLtKiPhLM,Tutorial 24- Max Pooling Layer In CNN,Raju Pericherla,UC2TPHxd4DUXI7EnmUP7cYqQ,please provide research paper,4,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,PFDu9oVAE-g,https://www.youtube.com/watch?v=PFDu9oVAE-g,"Eigenvectors and eigenvalues | Chapter 14, Essence of linear algebra",Randall Stephens,UCez-eLx0jtB7QTKXVEy08zw,I suddenly understand that class I took then retook at University,11,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,LsK-xG1cLYA,https://www.youtube.com/watch?v=LsK-xG1cLYA,"AdaBoost, Clearly Explained",Heinrich van Deventer,UC1GEjXCEnxHb_ggZMrVX-AA,I would suggest using patient mass to refer to how much a patient weighs. Use the term weight in its mathematical machine / learning context.,24,100.0
ANN Model,https://www.youtube.com/playlist?list=PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,PLQVvvaa0QuDcjD5BAw2DxE6OF2tius3V3,UCfzlCWGWYyIQ0aLC5w48gBQ,txh3TQDwP1g,https://www.youtube.com/watch?v=txh3TQDwP1g,Neural Networks from Scratch - P.9 Introducing Optimization and derivatives,Dindeed,UCmH93bNFi8Nuqhh3VkjBnXQ,laughing my ass off buying the book now since part 10 isnt out yet feels like switching to a manga once you caught up in the anime,26,96.15384615
Linear Algebra,https://www.youtube.com/watch?v=Ft2_QtXAnh8,(Blank),UCEWpbFLzoYGPfuWUMFPSaoA,Ft2_QtXAnh8,https://www.youtube.com/watch?v=Ft2_QtXAnh8,Linear Equations - Algebra,Megatron Griffin,UCxkwwW4T_17vrvu0BKPbbxA,Sis wer you at di q na feel mag pas chs are ahahahah,13,92.30769231
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,UCfzlCWGWYyIQ0aLC5w48gBQ,imPpT2Qo2sk,https://www.youtube.com/watch?v=imPpT2Qo2sk,Chunking - Natural Language Processing With Python and NLTK p.5,Edgar Tech,UCD1sjnrS4cAY77C65uAXWjA,Is it possible to use POS tagging in sanish?,9,88.88888889
Linear Regression,https://www.youtube.com/watch?v=zPG4NjIkCjc,(Blank),UClD8c_piy1nrJySPJUgyivg,zPG4NjIkCjc,https://www.youtube.com/watch?v=zPG4NjIkCjc,An Introduction to Linear Regression Analysis,Ivette Lugo,UC5zhEfj0WMZtwKEps13-mbA,Excellent presentation. You have a gift! Are there any Power Point slides available for print? Thank you.,17,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,UCyHta2dyCTkf29AB67AYn7A,HYE9ruNDESA,https://www.youtube.com/watch?v=HYE9ruNDESA,Linear Regression And Logistic Regression Explained in HINDI,Piyush Kumawat,UCXH0euLFxtbyCjtGaX1RiVA,Nice,1,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,PLQVvvaa0QuDf2JswnfiGkliBInZnIC4HL,UCfzlCWGWYyIQ0aLC5w48gBQ,uoHVztKY6S4,https://www.youtube.com/watch?v=uoHVztKY6S4,Lemmatizing - Natural Language Processing With Python and NLTK p.8,Matty Mallz,UCSG0DGcLve_NLxC5euFjsxg,As Always your series is amazing. Chugging along here. Going to code alongside all of them! Thanks Harison!,18,94.44444444
dashboard creation in tableau,https://www.youtube.com/watch?v=XNp86hNAmZs,(Blank),UCObs0kLIrDjX2LLSybqNaEA,XNp86hNAmZs,https://www.youtube.com/watch?v=XNp86hNAmZs,Tableau Dashboards in Hindi | How to create Interactive Tableau Dashboard | Great Learning,sekh,UCNe0UJD2-VKb_baQ95rDtDg,sir can we expect advance tableau course in hind,9,100.0
NLP sentiment analysis,https://www.youtube.com/watch?v=_EgqxIoUE7U,(Blank),UCHXa4OpASJEwrHrLeIzw7Yg,_EgqxIoUE7U,https://www.youtube.com/watch?v=_EgqxIoUE7U,Presidential Debate Twitter Sentiment Analysis using Python and NLTK,Vipin Saini,UCHROtIIILRgMpiZSuXkRadA,I appreciate you for making this video a ! . great help to learn sentiment analysis,14,100.0
Decision Tree,https://www.youtube.com/watch?v=Svo4MTtkHXo,(Blank),UCKS34cSMNaXaySe2xgXH-3A,Svo4MTtkHXo,https://www.youtube.com/watch?v=Svo4MTtkHXo,Decision tree learning Algorithm  | ID3 | Artificial intelligence | Lec-49 | Bhanu Priya,Shaurya Gaming Star,UCV28pnAE85lnSAFz4pHlF3Q,Nice,1,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UCBlr2jG1onljL-gUy9bbhJw,wEfaoAa99XY,https://www.youtube.com/watch?v=wEfaoAa99XY,Responsive Side Navigation Bar in HTML CSS And JavaScript | Dashboard Sidebar Menu,Maaref Mehdi,UCm2jv1aIm5ih_CwJqOxr7Ww,Bro so awesome and very useful !,6,100.0
