topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
exploratory data analysis,https://www.youtube.com/watch?v=v2oNWja7M2E,(Blank),UC8uU_wruBMHeeRma49dtZKA,v2oNWja7M2E,https://www.youtube.com/watch?v=v2oNWja7M2E,Beginner to Pro FREE Excel Data Analysis Course,Adnan Khan,UCFb_uSlMhGWyIk4YoacjZng,thanks sir,2,100.0
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,PFDu9oVAE-g,https://www.youtube.com/watch?v=PFDu9oVAE-g,"Eigenvectors and eigenvalues | Chapter 14, Essence of linear algebra",Harsh Patel,UCqvzrnAaHgPgRgGTF8sVeug,If only I had teachers like you.,7,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UCL8l_VxCAN0jOpaLaRAm8sQ,FaBY9yAUtdg,https://www.youtube.com/watch?v=FaBY9yAUtdg,Responsive Admin Dashboard using HTML CSS and JavaScript with Light & Dark Mode,Pheary Phum,UCq50qEEz2kN_8ssqgmEuo1w,"Great video, easy to follow and understand so this dashboard have use with php mysql or not, admin?",18,88.88888889
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,UCNU_lfiiWBdtULKOw6X0Dig,6ZVf1jnEKGI,https://www.youtube.com/watch?v=6ZVf1jnEKGI,Natural Language Processing|Tokenization,Sandipan Sarkar,UCsv3z2j4tRDgfu5dj2e705g,Very good video Krish. Near to clear my basics about NLP by watching and simultaneously practising on these free videos. Thanks,21,90.47619048
Linear Regression,https://www.youtube.com/playlist?list=PLF596A4043DBEAE9C,PLF596A4043DBEAE9C,UClD8c_piy1nrJySPJUgyivg,rig4ZZ_cBZo,https://www.youtube.com/watch?v=rig4ZZ_cBZo,How to Calculate Linear Regression SPSS,Dr. Rupali Surase Patil,UCjyg2j7sw6L7o3sB1GToK0w,"Hello all, I am having 25 vegetation indices results of 10 healthy and 10 disease leaf of plant. For accuracy assessment regression will be calculated but having confusion of which indices I could consider for dependent and which for independent variables. Please try to answer . thank you.",44,100.0
Linear Algebra,https://www.youtube.com/watch?v=ZKUqtErZCiU,(Blank),UC9rTsvTxJnx1DNrDA3Rqa6A,ZKUqtErZCiU,https://www.youtube.com/watch?v=ZKUqtErZCiU,What's the big idea of Linear Algebra?    **Course Intro**,Lakshmi,UCmwF6rWzSZ1Y49jtemyjxug,Thanks for your videos. Could you please do a video on Probability distribution?,13,100.0
exploratory data analysis,https://www.youtube.com/watch?v=v2oNWja7M2E,(Blank),UC8uU_wruBMHeeRma49dtZKA,v2oNWja7M2E,https://www.youtube.com/watch?v=v2oNWja7M2E,Beginner to Pro FREE Excel Data Analysis Course,Rakesh Pawar,UCD4m7Fzaek7gMdVBT59UVKw,Hi chandoo sir your contents are awesome expecting more videos like this one am . stuck at Profit8 by product using ( product table) as vlokup formula not working m using excel2013,30,96.66666667
classification in machine learning,https://www.youtube.com/playlist?list=PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,UCyHta2dyCTkf29AB67AYn7A,jhFFOmvPne4,https://www.youtube.com/watch?v=jhFFOmvPne4,Recommendation System : Content Based Recommendation and Collaborative Filtering Explained in Hindi,Dipika Jagtap,UCWX65GAbf4mutqRxVu3tYQw,"Sir please upload videos of th6 unit machine learning of remaining topics tomorrow exam is , there",16,100.0
Linear Regression,https://www.youtube.com/playlist?list=PLF596A4043DBEAE9C,PLF596A4043DBEAE9C,UClD8c_piy1nrJySPJUgyivg,JvS2triCgOY,https://www.youtube.com/watch?v=JvS2triCgOY,How to calculate linear regression using least square method,villy ylliv,UC2BG_Oclv6sKq60NjwPO95Q,Bravo,1,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,Ilg3gGewQ5U,https://www.youtube.com/watch?v=Ilg3gGewQ5U,"What is backpropagation really doing? | Chapter 3, Deep learning",Hyunsung Go,UCr8pgcZ1HJaaz-iFOJKNM0g,Best explanation of black propagation I have seen so far!,10,100.0
