topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
Set Theory,https://www.youtube.com/watch?v=enHai1y5Knc,(Blank),UCEg3PHVR0vt3azbs_Qk_6cw,enHai1y5Knc,https://www.youtube.com/watch?v=enHai1y5Knc,Sets | CBSE Class 11 Maths Chapter 1 | Complete Lesson in ONE Video,Pundir,UC2gARhli4GZ8poaMYG1ZbJQ,Nice,1,100.0
NLP sentiment analysis,https://www.youtube.com/watch?v=QpzMWQvxXWk,(Blank),UCxladMszXan-jfgzyeIMyvw,QpzMWQvxXWk,https://www.youtube.com/watch?v=QpzMWQvxXWk,Python Sentiment Analysis Project with NLTK and 🤗 Transformers. Classify Amazon Reviews!!,Jerry Wang,UC9tE7stv7s93zi70xCNgcBw,"Your channel is a gem, thanks so much for the free course.",12,100.0
Set Theory,https://www.youtube.com/watch?v=WbWlUUkjJVQ,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,WbWlUUkjJVQ,https://www.youtube.com/watch?v=WbWlUUkjJVQ,Sets Class 11 |  Maths Chapter 1 | Concept/Types/Questions/Solutions/Concept/Represention/Super Set,Sayan,UCB0yl9Zv13tZes_XSk0KKFg,Legends are watching from class 10 😏😏😏,5,100.0
Decision Tree,https://www.youtube.com/watch?v=atw7hUrg3_8,(Blank),UCGFNZxMqKLsqWERX_N2f08Q,atw7hUrg3_8,https://www.youtube.com/watch?v=atw7hUrg3_8,Decision Tree with Solved Example in English | DWM | ML | BDA,Mayuresh Chavan,UCmb6Ab7X2ttsvc5gIJQx5Wg,please make video on c4.5 algorithm,6,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLPOTBrypY74xS3WD0G_uzqPjCQfU6IRK-,PLPOTBrypY74xS3WD0G_uzqPjCQfU6IRK-,UCCtkE-r-0Mvp7PwAvxzSdvw,Z0KKROZcIF4,https://www.youtube.com/watch?v=Z0KKROZcIF4,Coding a Decision Tree from Scratch in Python p.6: Main Algorithm cont'd,Siddharth Tiwari,UC0irBxArmoZAYQ09GzbXCfg,"Great video, very precise explanation",5,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,UCNU_lfiiWBdtULKOw6X0Dig,cGez1q4iOFU,https://www.youtube.com/watch?v=cGez1q4iOFU,Live Day 2-Live Session On EDA And Feature Engineering- Black Friday Dataset,Khairunnisa Moghal,UC8aRLIHV6gSpuICySz2DSCw,"Sir, when I am changing categorical feature to numbers with mapping, it is giving me null values",17,100.0
Decision Tree,https://www.youtube.com/watch?v=PHxYNGo8NcI,(Blank),UCh9nVJoWXmFb7sLApWGcLPQ,PHxYNGo8NcI,https://www.youtube.com/watch?v=PHxYNGo8NcI,Machine Learning Tutorial Python - 9  Decision Tree,Olufemi Lawore,UC4ZHe_Q88MsM5mz1RdFbiHg,"With LogisticRegresion, I got 78.9% and discovered that when sex was ==1, the model reads wrongly. I also used train test split with an accuracy of 79.3% training( size=0.3) and similar problems with logistic regression. Using the Decision tree, I got a score of about 92% and the prediction was superb.",47,97.87234043
Linear Algebra,https://www.youtube.com/playlist?list=PLl-gb0E4MII03hiCrZa7YqxUMEeEPmZqK,PLl-gb0E4MII03hiCrZa7YqxUMEeEPmZqK,UCcbu9qaBn3MNFYr96mbg72w,o0N5VVX6K9Y,https://www.youtube.com/watch?v=o0N5VVX6K9Y,Linear Algebra 6.5.1 Least Squares Problems,Mitchell Garrity,UCuLu4Woi8lSd97KoopY-jlw,"Reaching the end of this video series, I just wanted to say thank you for the time that you put into each of these lectures! I jumped into linear algebra at the graduate level with very little math experience in undergrad engineer( major so closely related but not strictly math). Despite knowing very little about this style of mathematics, your videos helped me succeed throughout the entire semester. Thanks again and God bless!",73,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,Ilg3gGewQ5U,https://www.youtube.com/watch?v=Ilg3gGewQ5U,"What is backpropagation really doing? | Chapter 3, Deep learning",user 53503,UClKaRM3FeY2YbdhABZTjknw,Love this channel,3,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLe9UEU4oeAuV7RtCbL76hca5ELO_IELk4,PLe9UEU4oeAuV7RtCbL76hca5ELO_IELk4,UCAvbno7gnOHUgIf7K6QwUVQ,HryVz06U5ps,https://www.youtube.com/watch?v=HryVz06U5ps,Python Practice: Housing Prices: Bivariate Statistics,Induraj.P.R,UCzbv61oxzjD62x2WitoykFA,Excellent work and tutorial! Keep continuing.,6,100.0
