topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
dashboard creation in tableau,https://www.youtube.com/watch?v=Lu0jrymqOGM,(Blank),UCdXTfbW26jVkQzqjsRO6JOg,Lu0jrymqOGM,https://www.youtube.com/watch?v=Lu0jrymqOGM,Tableau Dashboard Tips  [Top 10 Tableau Dashboard Design Tips],arwa,UCmKS9swhwHXI7eBDe6DstEA,thanks a lot,3,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLeo1K3hjS3usDI9XeUgjNZs6VnE0meBrL,PLeo1K3hjS3usDI9XeUgjNZs6VnE0meBrL,UCh9nVJoWXmFb7sLApWGcLPQ,fgMD2wvpvpk,https://www.youtube.com/watch?v=fgMD2wvpvpk,Tableau Project For Beginners | Sales Insights : 3 - Data Analysis Using SQL,Wais Yousofi,UCRnYBuC6_xV8pEvsmVan7JQ,you are awesome!,3,100.0
dashboard creation in tableau,https://www.youtube.com/watch?v=jEgVto5QME8,(Blank),UCQIMjZigvDj6tWFoMTsN5_g,jEgVto5QME8,https://www.youtube.com/watch?v=jEgVto5QME8,Tableau in Two Minutes - Tableau Basics for Beginners,Archana Ravi,UCN-dX0ybuulTAXx7wiV8F_Q,Thanks a bunch! You have made my life easier.,9,100.0
Probability,https://www.youtube.com/watch?v=mYbdGLnTd4c,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,mYbdGLnTd4c,https://www.youtube.com/watch?v=mYbdGLnTd4c,Probability Trick | Probability Aptitude Tricks | Probability DSSSB/CLASS 10/CLASS 12/Short Trick,Serious Facts,UCzk_iMFsI5U4Aq_R-RbJAwQ,Great 👍,1,100.0
Linear Algebra,https://www.youtube.com/watch?v=fNk_zzaMoSs,(Blank),UCYO_jab_esuFRV4b17AJtAw,fNk_zzaMoSs,https://www.youtube.com/watch?v=fNk_zzaMoSs,"Vectors | Chapter 1, Essence of linear algebra",Kishore moorthy,UCETeEQjt-mjiss_i7ufOA8w,"Please do more series like these , such series have a more long lasting impact than the regular one off videos , thanks a ton",23,100.0
dashboard creation in tableau,https://www.youtube.com/watch?v=6xv1KvCMF1Q,(Blank),UC7cs8q-gJRlGwj4A8OmCmXg,6xv1KvCMF1Q,https://www.youtube.com/watch?v=6xv1KvCMF1Q,How to Install Tableau and Create First Visualization | Tableau Tutorials for Beginners,Sim Raina QA,UCFf_c2yN1esnIGP4aOq9Rig,I have a playlist on Tableau.,6,100.0
exploratory data analysis,https://www.youtube.com/watch?v=xi0vhXFPegw,(Blank),UCxladMszXan-jfgzyeIMyvw,xi0vhXFPegw,https://www.youtube.com/watch?v=xi0vhXFPegw,Exploratory Data Analysis with Pandas Python 2023,David RIVIERE,UCk24j-sUCBRlFJyRogSWlYA,"Great! Thanks a lot for this tuorial, so helpful for me as a beginner!",14,92.85714286
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,Gv9_4yMHFhI,https://www.youtube.com/watch?v=Gv9_4yMHFhI,A Gentle Introduction to Machine Learning,COSMOPOLITAN WORLD,UCrfSZsAYzeeyZXmBbZSnIKg,Thanks for sharing these videos! You rock man!,8,100.0
Set Theory,https://www.youtube.com/watch?v=QPvuQQmzm2Q,(Blank),UCWvoCTv7opEeb-RNhTq7ZgA,QPvuQQmzm2Q,https://www.youtube.com/watch?v=QPvuQQmzm2Q,Set Theory Basic Concepts & Application|Mathematics|JKSSB Finance Accounts Assistant|Lecture - 1,Smile Please...,UCq4_YbimEC8rJSqqVXk5oZA,Super with simplification,3,100.0
Probability,https://www.youtube.com/watch?v=iLaSpfgVmCA,(Blank),UCiTjCIT_9EXV1Wp1cY0zaUA,iLaSpfgVmCA,https://www.youtube.com/watch?v=iLaSpfgVmCA,What is Probability? (GMAT/GRE/CAT/Bank PO/SSC CGL) | Don't Memorise,Raitha Ap,UCs6HYWE3oQqFw41k3Bmp14w,First of I has know to play card game welto. Understand probability,12,91.66666667
classification in machine learning,https://www.youtube.com/playlist?list=PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,UCyHta2dyCTkf29AB67AYn7A,AyP85ocS-8Y,https://www.youtube.com/watch?v=AyP85ocS-8Y,"Confusion Matrix ll Accuracy,Error Rate,Precision,Recall Explained with Solved Example in Hindi",hadi cs,UC31SzTRQGpJXm-Sep7fmuBA,great !,1,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,UCNU_lfiiWBdtULKOw6X0Dig,u8utlK_c5C8,https://www.youtube.com/watch?v=u8utlK_c5C8,Tutorial 30- Recurrent Neural Network Forward Propogation With Time,Teetan Robotics,UCfrbLvXMP-HEa2zapgFijCw,One of the best AI professors and Data Scientist in the country,12,100.0
