topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
classification in machine learning,https://www.youtube.com/playlist?list=PLEiEAq2VkUUIcQ6UHDK8DVGH08U9H-PXS,PLEiEAq2VkUUIcQ6UHDK8DVGH08U9H-PXS,UCsvqVGtbbyHaMoevxPAq9Fg,4HKqjENq9OU,https://www.youtube.com/watch?v=4HKqjENq9OU,KNN Algorithm In Machine Learning | KNN Algorithm Using Python | K Nearest Neighbor | Simplilearn,Annie Leonard,UCcTox12UWWXG0ryd0vHAVLQ,om999,1,100.0
classification in machine learning,https://www.youtube.com/watch?v=yN7ypxC7838,(Blank),UCF-uUxo43IPpnEwnR62WGlA,yN7ypxC7838,https://www.youtube.com/watch?v=yN7ypxC7838,All Machine Learning Models Explained in 5 Minutes | Types of ML Models Basics,KUMAR NITYANAND,UCfKMssfRmOYWUY1VyEt_j3w,Appreciated 👏👏👍👍👍👌,1,100.0
NLP sentiment analysis,https://www.youtube.com/playlist?list=PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,PLZoTAELRMXVMdJ5sqbCK2LiM0HhQVWNzm,UCNU_lfiiWBdtULKOw6X0Dig,6EXP2-d_xQA,https://www.youtube.com/watch?v=6EXP2-d_xQA,Tutorial 31- Back Propagation In Recurrent Neural Network,Lucky Girl,UCc0GGLH2C3C6nxoCCPfEsuw,Thanks sir 🌸🙏,2,100.0
Probability,https://www.youtube.com/watch?v=lZSL7Tm5ViA,(Blank),UCeAnrUKcxFGrMXfHgj0eMjg,lZSL7Tm5ViA,https://www.youtube.com/watch?v=lZSL7Tm5ViA,Probability,Prem Kumar,UCkw4f2L_OJLytMzt5FxkR6g,Probability of not understanding probability after watching this video = 1,9,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,g4Rm13hWIPc,https://www.youtube.com/watch?v=g4Rm13hWIPc,Develop your Neural Network Like A Google Deep Learning Developer,Chess Freak,UC3GOzMTyEzzaR2CuKHTE6lQ,Perfectly amazing video Krish!!!! You have been THE guide in my journey. Just a little problem with this particular website that you showed I created my webcam and I trained a bottle image in nd2 webcam so trained the model. But if suppose I show mobile instead of the bottle then also it shows 100% for bottle. So if I do not show myself in the webcam then bound to show the bottle 100% is that it? please clear this doubt for me if you see this comment. Thank you in advance! God bless you!,93,97.84946237
classification in machine learning,https://www.youtube.com/watch?v=aWAnNHXIKww,(Blank),UCNU_lfiiWBdtULKOw6X0Dig,aWAnNHXIKww,https://www.youtube.com/watch?v=aWAnNHXIKww,Tutorial 34- Performance Metrics For Classification Problem In Machine Learning- Part1,Sulochana Sandaruwan,UCQmPUrMiJMpHnsFO1o-iuIA,"Hey, krish. It is a great video; I could learn a lot and clear few aughts I had with performance metrics. Thank you . ! Good luck.",25,96.0
ANN Model,https://www.youtube.com/playlist?list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi,UCNU_lfiiWBdtULKOw6X0Dig,CPl9XdIFbYA,https://www.youtube.com/watch?v=CPl9XdIFbYA,Tutorial 29- Why Use Recurrent Neural Network and Its Application,Musab Usman,UC9_TFORihEI9qk30H9GFdoA,0:09 Cannot stop myself from listening to it again and again 😂,10,100.0
ANN Model,https://www.youtube.com/playlist?list=PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1,PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1,UCtYLUTtgS3k1Fg4y5tAhLbw,IN2XmBhILt4,https://www.youtube.com/watch?v=IN2XmBhILt4,Neural Networks Pt. 2: Backpropagation Main Ideas,Aravind Suresh,UCBFrhfFD7LJOrJybJo2JgiQ,How do we get the values of w1 w2 w3 w4 and b1 b2 b3. You are saying that it is already optimized how are we arriving at it sir?,30,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,fSytzGwwBVw,https://www.youtube.com/watch?v=fSytzGwwBVw,Machine Learning Fundamentals: Cross Validation,Urjaswita Yadav,UCZquYvEtBb-pqEINm84mbMQ,Great video!!! Very helpful!,4,100.0
ANN Model,https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi,UCYO_jab_esuFRV4b17AJtAw,aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a neural network? | Chapter 1, Deep learning",Bhavesh Ranavat,UC4SozzBILi_qmrJzN_Md7lA,"This was very useful. Very simple, lucid and powerful at the same time.",13,100.0
Decision Tree,https://www.youtube.com/playlist?list=PL4gu8xQu0_5JBO1FKRO5p20wc8DprlOgn,PL4gu8xQu0_5JBO1FKRO5p20wc8DprlOgn,UCPi23Ql765_5smMj2-r0X4g,gn85J4U4pbw,https://www.youtube.com/watch?v=gn85J4U4pbw,2. How to build a decision Tree for Boolean Function | Machine Learning by Mahesh Huddar mp4,Gagana Mr,UC6R4bW0J_bKizWvGNsEa_nQ,"Thank you so much sir, your explaination is awesome, so easily you explained",13,92.30769231
Linear Regression,https://www.youtube.com/watch?v=E5RjzSK0fvY,(Blank),UCkw4JCwteGrDHIsyIIKo4tQ,E5RjzSK0fvY,https://www.youtube.com/watch?v=E5RjzSK0fvY,Linear Regression Algorithm | Linear Regression in Python | Machine Learning Algorithm | Edureka,DektheRahoo,UCSE0lMlPE3KOHzGhyHv-_Pg,Can you guys do videos related to quantum computing,9,100.0
Decision Tree,https://www.youtube.com/watch?v=qDcl-FRnwSU,(Blank),UCkw4JCwteGrDHIsyIIKo4tQ,qDcl-FRnwSU,https://www.youtube.com/watch?v=qDcl-FRnwSU,Decision Tree Algorithm | Decision Tree in Python | Machine Learning Algorithms | Edureka,Arun Kumar,UCrdwPEtt0B7Hnn2SN9_vzQA,How you calculate total entropy Es(),6,100.0
Set Theory,https://www.youtube.com/watch?v=WbWlUUkjJVQ,(Blank),UC9dyrsYEmD4iGJ8Oz1G5dpw,WbWlUUkjJVQ,https://www.youtube.com/watch?v=WbWlUUkjJVQ,Sets Class 11 |  Maths Chapter 1 | Concept/Types/Questions/Solutions/Concept/Represention/Super Set,Sarika Shah,UCtVe_krM-BVi3pwlWs67c0A,Only 400 dislikes. Means all loves sirs' method.,7,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLEiEAq2VkUUIcQ6UHDK8DVGH08U9H-PXS,PLEiEAq2VkUUIcQ6UHDK8DVGH08U9H-PXS,UCsvqVGtbbyHaMoevxPAq9Fg,l3dZ6ZNFjo0,https://www.youtube.com/watch?v=l3dZ6ZNFjo0,Naive Bayes Classifier | Naive Bayes Algorithm | Naive Bayes Classifier With Example | Simplilearn,Dellainey Alcacoas,UCZxEyx-OMzkoQRo8CFuWI1A,Great tutorial video! very well explained. Could I have the dataset so I could use it.,16,93.75
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,3CC4N4z3GJc,https://www.youtube.com/watch?v=3CC4N4z3GJc,Gradient Boost Part 1 (of 4): Regression Main Ideas,Ahmad Alghooneh,UCPjL57Bwu9fFr4vQx1SyRAA,you are lovely,3,100.0
exploratory data analysis,https://www.youtube.com/watch?v=wwsizzg6UjU,(Blank),UCvZnwzmc3m1Eush-Or8Z6DA,wwsizzg6UjU,https://www.youtube.com/watch?v=wwsizzg6UjU,Practical Statistics for Data Scientists - Chapter 1 - Exploratory Data Analysis,MaZaKeRaL,UCJgRlsf1Xy5vawtjNHMOPDg,Do I need to become proficient in Python before exploring Data Analytics or Data Science?,15,100.0
