topic,Unique_Column,playlist_id,channel_id,video_id,video_link,video_title,username,user_id,Comment,length,Sum
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UCFMqvV0u9OevHVQS1IS9Rvw,Hfj7ujQxeQE,https://www.youtube.com/watch?v=Hfj7ujQxeQE,"MODERN DASHBOARD UI DESAIN, NO VBA, NO MACRO, 100% PIVOT TABLES AND FORMULAS",Purwandari Tanti,UC9YrrjZf5XkkAPDUAnMLGpQ,Thank you for your guidance. sangat mem bantu .,8,87.5
Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab,UCYO_jab_esuFRV4b17AJtAw,fNk_zzaMoSs,https://www.youtube.com/watch?v=fNk_zzaMoSs,"Vectors | Chapter 1, Essence of linear algebra",Marie Loiseau,UCEdTk3EHLn6pq6I8ckvBlvg,"What I like is how algebra is just conceptual calculation. Like what"" if you had half a number and then added to that a second number so that you get like twice as many of the first number. then what would the second number be?"" as in the case that you do not actually have any numbers, you just want to know what would happen if you did. We mathematicians have a crazy imagination.",74,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF,UCtYLUTtgS3k1Fg4y5tAhLbw,nk2CQITm_eo,https://www.youtube.com/watch?v=nk2CQITm_eo,"Linear Regression, Clearly Explained!!!",kalyango edward,UCdkL3a_7nAtVq-OmYRsZcVg,I think I could buy your CD if you made one!!!,11,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UClb90NQQcskPUGDIXsQEz5Q,O7WbVj5apxU,https://www.youtube.com/watch?v=O7WbVj5apxU,Build Glass Website with HTML and CSS Tutorial,Sahil,UCgAU95okdksq2dxdJgZnUTA,Thanks this project but also the 1 minute dance you made us do for that to 😂 😂 🛸,15,100.0
exploratory data analysis,https://www.youtube.com/watch?v=AYalukmWroY,(Blank),UCNU_lfiiWBdtULKOw6X0Dig,AYalukmWroY,https://www.youtube.com/watch?v=AYalukmWroY,Perform Exploratory Data Analysis In Minutes- Data Science| Machine Learning,Rajesh B,UCrnM0v_QKb_WUiXLb-mhETQ,Thank You !!! for the great information,6,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UClb90NQQcskPUGDIXsQEz5Q,O7WbVj5apxU,https://www.youtube.com/watch?v=O7WbVj5apxU,Build Glass Website with HTML and CSS Tutorial,blabla l'agence,UCLmQwLltTNEKogwFGXzhIFQ,"You are so funny, you are keeping us company while improving our skills with young interns :) Thanks for your channel and good vibes.",23,100.0
Linear Regression,https://www.youtube.com/playlist?list=PLIeGtxpvyG-LoKUpV0fSY8BGKIMIdmfCi,PLIeGtxpvyG-LoKUpV0fSY8BGKIMIdmfCi,UCFrjdcImgcQVyFbK04MBEhA,kHZBy1uVNnM,https://www.youtube.com/watch?v=kHZBy1uVNnM,"Statistics 101: Linear Regression, Fit and Coefficient of Determination",Jennifer Figueroa,UCaKnwh7LlKCbNSfVw5RJTcA,Is this the equivalent of PRE? We learned it as the proportion reduction in error,15,93.33333333
dashboard creation in tableau,https://www.youtube.com/watch?v=jEgVto5QME8,(Blank),UCQIMjZigvDj6tWFoMTsN5_g,jEgVto5QME8,https://www.youtube.com/watch?v=jEgVto5QME8,Tableau in Two Minutes - Tableau Basics for Beginners,Safak A.,UCFQI-QisyxcmV-JVsq7hGcQ,haha 2 minutes D: But of c nobody can tell that program within 2 minutes,13,92.30769231
Set Theory,https://www.youtube.com/watch?v=nNLapS0zp-8,(Blank),UCKW-1xuyxtrt2NvfF4K386A,nNLapS0zp-8,https://www.youtube.com/watch?v=nNLapS0zp-8,Set Theory I BED EXAM 2022 I Concepts/Types/Questions/Solutions I Set theory by Laxmidhar Sir I,Rashmita Behera,UCD6KB2uaMmTK7pq9SwoC37Q,"Good evening sir🙏🙏, Thank you so much sir for this class🙏🙏",11,100.0
dashboard creation in tableau,https://www.youtube.com/playlist?list=PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,PLge_oNJswtYsOJlAvE1afXtmoJo27lbsm,UCuDF09RGFE3V3lY77Z_cA9g,HjE4C4p7U2w,https://www.youtube.com/watch?v=HjE4C4p7U2w,Modern Excel Dashboard | Sales Analytics System | Video tutorial #1,Chi Chi,UC8Tnj4I_HxkFOIlWkQb3uHA,NEVER SEEN EXCEL THIS PRETTY,5,100.0
classification in machine learning,https://www.youtube.com/playlist?list=PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,PLYwpaL_SFmcBhOEPwf5cFwqo5B-cP9G4P,UCyHta2dyCTkf29AB67AYn7A,LNrBcDfUhq0,https://www.youtube.com/watch?v=LNrBcDfUhq0,Ensemble Learning l Machine Learning Course Easiest Explanation Ever in Hindi,Nirbhay Parmar,UC6bCLDrObPRFNjxAO20iD-w,hope our faculty will learn from you how to teach and explain concepts easily,14,100.0
ANN Model,https://www.youtube.com/watch?v=bfmFfD2RIcg,(Blank),UCsvqVGtbbyHaMoevxPAq9Fg,bfmFfD2RIcg,https://www.youtube.com/watch?v=bfmFfD2RIcg,Neural Network In 5 Minutes | What Is A Neural Network? | How Neural Networks Work | Simplilearn,aakash Nishad,UCM9uyvrUH8WqYSmrZA0BU9Q,B,1,100.0
Decision Tree,https://www.youtube.com/playlist?list=PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,PLBq2sVJiEBvA9rPo3IEQsJNI4IJbn81tB,UCtYLUTtgS3k1Fg4y5tAhLbw,3CC4N4z3GJc,https://www.youtube.com/watch?v=3CC4N4z3GJc,Gradient Boost Part 1 (of 4): Regression Main Ideas,Mohammad Elghandour,UCu8U3aBempEBR56XTc36rwQ,"In 7:37 How do we choose the root node? why Gender"""" was used to split the data? is it according to the variable that best splits the data?",27,100.0
exploratory data analysis,https://www.youtube.com/playlist?list=PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,PLxvLUL96MOO6F8x2fLgFlNrJVcKPQuS3a,UCNU_lfiiWBdtULKOw6X0Dig,cGez1q4iOFU,https://www.youtube.com/watch?v=cGez1q4iOFU,Live Day 2-Live Session On EDA And Feature Engineering- Black Friday Dataset,Aryan Rana,UCZMkFReWQrFqNVPEYrcG14A,but we did not the problem statement which was asked us to do so determine the purchase amount against product details,21,100.0
